Round,Date,Team 1,Team 2,FT,HT
12,1968-10-30,Alemannia Aachen,Werder Bremen,2-1,1-1
12,1968-10-30,VfB Stuttgart,1. FC Köln,6-1,3-0
12,1968-10-30,Eintracht Frankfurt,Bor. Mönchengladbach,1-1,0-1
12,1968-10-30,MSV Duisburg,Kickers Offenbach,2-1,1-0
12,1968-10-30,Hertha BSC,Hannover 96,2-1,1-0
13,1968-11-02,Kickers Offenbach,Eintracht Braunschweig,0-1,0-0
13,1968-11-02,Hamburger SV,Alemannia Aachen,3-0,1-0
13,1968-11-02,Borussia Dortmund,Werder Bremen,3-2,2-2
13,1968-11-02,1. FC Kaiserslautern,Hertha BSC,1-0,1-0
13,1968-11-02,1. FC Nürnberg,VfB Stuttgart,1-1,1-0
13,1968-11-02,Bor. Mönchengladbach,MSV Duisburg,1-0,1-0
13,1968-11-02,TSV 1860 München,FC Schalke 04,3-1,2-0
13,1968-11-02,Hannover 96,Eintracht Frankfurt,1-2,1-1
13,1968-11-02,1. FC Köln,Bayern München,1-1,1-0
14,1968-11-09,Hertha BSC,TSV 1860 München,1-2,0-1
14,1968-11-09,Eintracht Frankfurt,1. FC Kaiserslautern,2-2,1-1
14,1968-11-09,Alemannia Aachen,Borussia Dortmund,0-1,0-0
14,1968-11-09,MSV Duisburg,Hannover 96,0-0,0-0
14,1968-11-09,Werder Bremen,1. FC Köln,3-1,1-0
14,1968-11-09,Eintracht Braunschweig,Bor. Mönchengladbach,0-0,0-0
14,1968-11-09,FC Schalke 04,Hamburger SV,2-3,1-2
14,1968-11-09,VfB Stuttgart,Kickers Offenbach,1-0,0-0
14,1968-11-12,Bayern München,1. FC Nürnberg,3-0,1-0
15,1968-11-16,Hannover 96,Eintracht Braunschweig,1-1,1-1
15,1968-11-16,Kickers Offenbach,Bayern München,0-0,0-0
15,1968-11-16,Hamburger SV,Hertha BSC,0-0,0-0
15,1968-11-16,1. FC Nürnberg,Werder Bremen,1-1,1-1
15,1968-11-16,Alemannia Aachen,FC Schalke 04,4-1,2-0
15,1968-11-16,Borussia Dortmund,1. FC Köln,1-1,0-0
15,1968-11-16,TSV 1860 München,Eintracht Frankfurt,1-0,0-0
15,1968-11-16,Bor. Mönchengladbach,VfB Stuttgart,4-4,2-1
15,1968-11-16,1. FC Kaiserslautern,MSV Duisburg,3-0,1-0
16,1968-11-29,Werder Bremen,Kickers Offenbach,2-0,1-0
16,1968-11-30,Eintracht Braunschweig,1. FC Kaiserslautern,3-0,2-0
16,1968-11-30,VfB Stuttgart,Hannover 96,1-0,0-0
16,1968-11-30,1. FC Köln,Alemannia Aachen,1-2,0-1
16,1968-11-30,Borussia Dortmund,1. FC Nürnberg,3-1,2-0
16,1968-11-30,Eintracht Frankfurt,Hamburger SV,2-2,1-0
16,1968-11-30,MSV Duisburg,TSV 1860 München,3-4,1-2
16,1968-11-30,Hertha BSC,FC Schalke 04,1-0,1-0
16,1968-11-30,Bayern München,Bor. Mönchengladbach,0-0,0-0
17,1968-12-06,Bor. Mönchengladbach,Werder Bremen,1-1,0-0
17,1968-12-07,1. FC Nürnberg,1. FC Köln,0-1,0-0
17,1968-12-07,Hamburger SV,MSV Duisburg,1-2,0-0
17,1968-12-07,FC Schalke 04,Eintracht Frankfurt,2-0,1-0
17,1968-12-07,Hannover 96,Bayern München,1-0,0-0
17,1968-12-07,1. FC Kaiserslautern,VfB Stuttgart,1-3,1-0
17,1968-12-07,Kickers Offenbach,Borussia Dortmund,4-3,0-2
17,1968-12-07,TSV 1860 München,Eintracht Braunschweig,0-1,0-1
17,1968-12-07,Alemannia Aachen,Hertha BSC,0-0,0-0
18,1969-01-11,Alemannia Aachen,1. FC Nürnberg,4-2,0-1
18,1969-01-11,1. FC Kaiserslautern,Bayern München,3-1,2-0
18,1969-01-11,Kickers Offenbach,1. FC Köln,3-1,2-0
18,1969-01-11,FC Schalke 04,MSV Duisburg,1-0,1-0
18,1969-01-11,Bor. Mönchengladbach,Borussia Dortmund,1-0,0-0
18,1969-01-11,Hamburger SV,Eintracht Braunschweig,0-0,0-0
18,1969-01-11,Hannover 96,Werder Bremen,1-0,1-0
18,1969-01-11,TSV 1860 München,VfB Stuttgart,3-1,0-0
18,1969-03-12,Hertha BSC,Eintracht Frankfurt,2-0,0-0
19,1969-01-18,MSV Duisburg,Hertha BSC,2-1,2-1
19,1969-01-18,1. FC Köln,Bor. Mönchengladbach,1-4,0-2
19,1969-01-18,1. FC Nürnberg,Kickers Offenbach,2-2,2-2
19,1969-01-18,Eintracht Braunschweig,FC Schalke 04,3-0,2-0
19,1969-01-18,Borussia Dortmund,Hannover 96,1-1,0-1
19,1969-01-18,VfB Stuttgart,Hamburger SV,3-0,0-0
19,1969-01-18,Werder Bremen,1. FC Kaiserslautern,2-1,0-0
19,1969-01-18,Bayern München,TSV 1860 München,0-2,0-0
19,1969-01-18,Eintracht Frankfurt,Alemannia Aachen,0-1,0-1
20,1969-01-25,Eintracht Frankfurt,MSV Duisburg,2-1,1-0
20,1969-01-25,FC Schalke 04,VfB Stuttgart,1-1,0-0
20,1969-01-25,Bor. Mönchengladbach,1. FC Nürnberg,1-1,0-1
20,1969-01-25,Hamburger SV,Bayern München,2-2,1-1
20,1969-01-25,Hannover 96,1. FC Köln,3-0,2-0
20,1969-01-25,Alemannia Aachen,Kickers Offenbach,1-2,1-2
20,1969-01-25,1. FC Kaiserslautern,Borussia Dortmund,1-2,1-1
20,1969-01-25,TSV 1860 München,Werder Bremen,4-3,2-1
20,1969-04-03,Hertha BSC,Eintracht Braunschweig,0-0,0-0
21,1969-01-31,Borussia Dortmund,TSV 1860 München,2-0,2-0
21,1969-02-01,VfB Stuttgart,Hertha BSC,4-2,1-2
21,1969-02-01,Kickers Offenbach,Bor. Mönchengladbach,1-0,0-0
21,1969-02-01,MSV Duisburg,Alemannia Aachen,1-1,0-0
21,1969-02-01,1. FC Nürnberg,Hannover 96,1-2,1-1
21,1969-02-01,Bayern München,FC Schalke 04,0-0,0-0
21,1969-02-01,Werder Bremen,Hamburger SV,1-1,1-0
21,1969-02-01,1. FC Köln,1. FC Kaiserslautern,2-1,0-0
21,1969-02-01,Eintracht Braunschweig,Eintracht Frankfurt,1-0,1-0
22,1969-02-08,TSV 1860 München,1. FC Köln,2-1,0-1
22,1969-02-08,Hertha BSC,Bayern München,1-2,1-1
22,1969-02-08,1. FC Kaiserslautern,1. FC Nürnberg,1-1,1-0
22,1969-02-08,FC Schalke 04,Werder Bremen,2-1,0-0
22,1969-02-08,Hamburger SV,Borussia Dortmund,2-0,2-0
22,1969-02-08,Alemannia Aachen,Bor. Mönchengladbach,2-1,2-1
22,1969-02-08,Eintracht Frankfurt,VfB Stuttgart,3-0,1-0
22,1969-02-08,Hannover 96,Kickers Offenbach,2-2,1-1
22,1969-02-08,MSV Duisburg,Eintracht Braunschweig,1-1,1-1
23,1969-02-22,VfB Stuttgart,MSV Duisburg,3-2,0-0
23,1969-02-22,1. FC Nürnberg,TSV 1860 München,3-0,1-0
23,1969-02-22,Bayern München,Eintracht Frankfurt,2-0,2-0
23,1969-03-11,Borussia Dortmund,FC Schalke 04,0-1,0-1
23,1969-03-12,Bor. Mönchengladbach,Hannover 96,3-2,2-1
23,1969-03-12,Kickers Offenbach,1. FC Kaiserslautern,4-1,1-0
23,1969-04-08,Eintracht Braunschweig,Alemannia Aachen,2-0,0-0
23,1969-04-08,Werder Bremen,Hertha BSC,2-0,0-0
23,1969-04-30,1. FC Köln,Hamburger SV,4-1,3-0
24,1969-03-01,TSV 1860 München,Kickers Offenbach,2-0,1-0
24,1969-03-01,Eintracht Braunschweig,VfB Stuttgart,1-2,0-1
24,1969-03-01,Alemannia Aachen,Hannover 96,2-0,0-0
24,1969-03-01,FC Schalke 04,1. FC Köln,3-1,2-1
24,1969-03-01,Eintracht Frankfurt,Werder Bremen,2-1,1-1
24,1969-03-01,MSV Duisburg,Bayern München,0-0,0-0
24,1969-03-01,1. FC Kaiserslautern,Bor. Mönchengladbach,2-0,1-0
24,1969-04-09,Hamburger SV,1. FC Nürnberg,4-2,0-0
24,1969-05-03,Hertha BSC,Borussia Dortmund,0-0,0-0
25,1969-03-07,Borussia Dortmund,Eintracht Frankfurt,0-1,0-1
25,1969-03-08,VfB Stuttgart,Alemannia Aachen,3-1,0-0
25,1969-03-08,1. FC Köln,Hertha BSC,1-0,0-0
25,1969-03-08,1. FC Nürnberg,FC Schalke 04,1-1,1-1
25,1969-03-08,Kickers Offenbach,Hamburger SV,1-1,1-1
25,1969-03-08,Werder Bremen,MSV Duisburg,2-1,0-1
25,1969-03-08,Bor. Mönchengladbach,TSV 1860 München,3-0,1-0
25,1969-03-08,Bayern München,Eintracht Braunschweig,2-1,1-1
25,1969-04-09,Hannover 96,1. FC Kaiserslautern,0-2,0-1
26,1969-03-15,Alemannia Aachen,1. FC Kaiserslautern,1-0,0-0
26,1969-03-15,Eintracht Frankfurt,1. FC Köln,1-2,0-2
26,1969-03-15,Hertha BSC,1. FC Nürnberg,2-0,0-0
26,1969-03-15,FC Schalke 04,Kickers Offenbach,3-0,0-0
26,1969-03-15,MSV Duisburg,Borussia Dortmund,2-0,1-0
26,1969-03-15,TSV 1860 München,Hannover 96,2-1,1-1
26,1969-03-15,VfB Stuttgart,Bayern München,3-0,2-0
26,1969-04-22,Eintracht Braunschweig,Werder Bremen,0-3,0-0
26,1969-05-03,Hamburger SV,Bor. Mönchengladbach,2-0,1-0
27,1969-03-21,Bor. Mönchengladbach,FC Schalke 04,3-0,1-0
27,1969-03-22,Bayern München,Alemannia Aachen,1-1,0-1
27,1969-03-22,1. FC Kaiserslautern,TSV 1860 München,3-1,2-1
27,1969-03-22,Kickers Offenbach,Hertha BSC,1-0,1-0
27,1969-03-22,1. FC Nürnberg,Eintracht Frankfurt,1-0,1-0
27,1969-03-22,1. FC Köln,MSV Duisburg,1-1,0-1
27,1969-03-22,Borussia Dortmund,Eintracht Braunschweig,2-1,1-0
27,1969-03-22,Werder Bremen,VfB Stuttgart,1-0,1-0
27,1969-03-22,Hannover 96,Hamburger SV,2-2,2-1
28,1969-03-29,Alemannia Aachen,TSV 1860 München,4-0,2-0
28,1969-03-29,Bayern München,Werder Bremen,6-0,2-0
28,1969-03-29,Hertha BSC,Bor. Mönchengladbach,2-1,1-0
28,1969-03-29,MSV Duisburg,1. FC Nürnberg,1-0,0-0
28,1969-03-29,FC Schalke 04,Hannover 96,1-1,1-1
28,1969-03-29,VfB Stuttgart,Borussia Dortmund,2-2,1-0
28,1969-03-29,Hamburger SV,1. FC Kaiserslautern,3-1,1-1
28,1969-03-29,Eintracht Frankfurt,Kickers Offenbach,3-2,1-1
28,1969-05-03,Eintracht Braunschweig,1. FC Köln,2-1,2-1
29,1969-04-09,1. FC Köln,VfB Stuttgart,5-2,3-1
29,1969-04-19,1. FC Nürnberg,Eintracht Braunschweig,2-0,1-0
29,1969-04-19,1. FC Kaiserslautern,FC Schalke 04,1-1,1-0
29,1969-04-19,Borussia Dortmund,Bayern München,0-1,0-0
29,1969-04-19,TSV 1860 München,Hamburger SV,3-3,1-1
29,1969-04-19,Werder Bremen,Alemannia Aachen,1-2,1-0
29,1969-04-19,Bor. Mönchengladbach,Eintracht Frankfurt,2-3,1-2
29,1969-04-19,Kickers Offenbach,MSV Duisburg,0-0,0-0
29,1969-04-19,Hannover 96,Hertha BSC,1-1,1-1
30,1969-04-12,Eintracht Braunschweig,Kickers Offenbach,2-2,1-1
30,1969-04-26,Alemannia Aachen,Hamburger SV,2-0,0-0
30,1969-04-26,Werder Bremen,Borussia Dortmund,2-1,2-1
30,1969-04-26,Hertha BSC,1. FC Kaiserslautern,1-0,1-0
30,1969-04-26,VfB Stuttgart,1. FC Nürnberg,2-3,1-3
30,1969-04-26,MSV Duisburg,Bor. Mönchengladbach,1-1,1-1
30,1969-04-26,FC Schalke 04,TSV 1860 München,2-0,1-0
30,1969-04-26,Eintracht Frankfurt,Hannover 96,0-0,0-0
30,1969-04-26,Bayern München,1. FC Köln,1-0,0-0
31,1969-05-16,Borussia Dortmund,Alemannia Aachen,3-1,1-0
31,1969-05-17,TSV 1860 München,Hertha BSC,0-1,0-0
31,1969-05-17,1. FC Kaiserslautern,Eintracht Frankfurt,2-2,0-1
31,1969-05-17,Hannover 96,MSV Duisburg,1-1,1-0
31,1969-05-17,1. FC Köln,Werder Bremen,3-3,3-2
31,1969-05-17,Bor. Mönchengladbach,Eintracht Braunschweig,1-1,0-1
31,1969-05-17,Hamburger SV,FC Schalke 04,1-3,1-1
31,1969-05-17,Kickers Offenbach,VfB Stuttgart,2-1,1-1
31,1969-05-17,1. FC Nürnberg,Bayern München,2-0,2-0
32,1969-05-23,Eintracht Braunschweig,Hannover 96,3-3,2-1
32,1969-05-23,Werder Bremen,1. FC Nürnberg,3-3,2-1
32,1969-05-23,Eintracht Frankfurt,TSV 1860 München,3-0,2-0
32,1969-05-24,Bayern München,Kickers Offenbach,5-1,4-1
32,1969-05-24,Hertha BSC,Hamburger SV,3-2,1-0
32,1969-05-24,FC Schalke 04,Alemannia Aachen,3-1,1-1
32,1969-05-24,1. FC Köln,Borussia Dortmund,2-1,2-1
32,1969-05-24,VfB Stuttgart,Bor. Mönchengladbach,0-3,0-1
32,1969-05-24,MSV Duisburg,1. FC Kaiserslautern,0-0,0-0
33,1969-05-30,1. FC Kaiserslautern,Eintracht Braunschweig,4-0,2-0
33,1969-05-31,Kickers Offenbach,Werder Bremen,0-3,0-2
33,1969-05-31,Hannover 96,VfB Stuttgart,1-0,1-0
33,1969-05-31,Alemannia Aachen,1. FC Köln,2-1,1-0
33,1969-05-31,Bor. Mönchengladbach,Bayern München,1-1,1-1
33,1969-05-31,1. FC Nürnberg,Borussia Dortmund,2-2,1-1
33,1969-05-31,Hamburger SV,Eintracht Frankfurt,1-4,0-2
33,1969-05-31,TSV 1860 München,MSV Duisburg,2-1,2-0
33,1969-05-31,FC Schalke 04,Hertha BSC,2-0,2-0
34,1969-06-07,Werder Bremen,Bor. Mönchengladbach,6-5,4-3
34,1969-06-07,1. FC Köln,1. FC Nürnberg,3-0,0-0
34,1969-06-07,Hertha BSC,Alemannia Aachen,0-1,0-1
34,1969-06-07,MSV Duisburg,Hamburger SV,0-0,0-0
34,1969-06-07,Eintracht Frankfurt,FC Schalke 04,1-0,0-0
34,1969-06-07,Eintracht Braunschweig,TSV 1860 München,2-1,1-1
34,1969-06-07,Bayern München,Hannover 96,2-1,1-1
34,1969-06-07,VfB Stuttgart,1. FC Kaiserslautern,4-3,2-1
34,1969-06-07,Borussia Dortmund,Kickers Offenbach,3-0,2-0
