Matchday,Date,Team 1,FT,Team 2
37,Sat May 5 2018,FSV Zwickau,1-0,Fortuna Köln
38,Sat May 12 2018,SpVgg Unterhaching,4-1,VfL Osnabrück
38,Sat May 12 2018,Karlsruher SC,2-3,FC Carl Zeiss Jena
38,Sat May 12 2018,Chemnitzer FC,1-1,Hansa Rostock
38,Sat May 12 2018,Werder Bremen II,2-1,SV Meppen
38,Sat May 12 2018,SF Lotte,0-1,1. FC Magdeburg
38,Sat May 12 2018,FC Rot-Weiß Erfurt,1-3,Würzburger Kickers
38,Sat May 12 2018,Hallescher FC,2-0,FSV Zwickau
38,Sat May 12 2018,SV Wehen Wiesbaden,2-0,VfR Aalen
38,Sat May 12 2018,Fortuna Köln,2-4,SC Paderborn 07
38,Sat May 12 2018,SG Großaspach,2-2,Preußen Münster
