Matchday,Date,Team 1,FT,Team 2
6,Sat Aug 26 1989,VfL Bochum,2-0,VfB Stuttgart
6,Sat Aug 26 1989,Eintracht Frankfurt,2-1,KFC Uerdingen
6,Sat Aug 26 1989,SV Waldhof Mannheim,1-0,Bayern München
7,Thu Aug 31 1989,Bayern München,4-0,Hamburger SV
7,Fri Sep 1 1989,KFC Uerdingen,3-1,VfL Bochum
7,Fri Sep 1 1989,Werder Bremen,4-0,Karlsruher SC
7,Sat Sep 2 1989,FC St. Pauli,1-1,1. FC Köln
7,Sat Sep 2 1989,Bayer 04 Leverkusen,3-0,SV Waldhof Mannheim
7,Sat Sep 2 1989,1. FC Kaiserslautern,2-1,Eintracht Frankfurt
7,Sat Sep 2 1989,1. FC Nürnberg,2-0,Bor. Mönchengladbach
7,Sat Sep 2 1989,Borussia Dortmund,3-0,FC 08 Homburg
7,Sat Sep 2 1989,Fortuna Düsseldorf,4-2,VfB Stuttgart
8,Fri Sep 8 1989,Bor. Mönchengladbach,3-1,Fortuna Düsseldorf
8,Sat Sep 9 1989,Hamburger SV,0-1,Bayer 04 Leverkusen
8,Sat Sep 9 1989,1. FC Köln,4-2,Werder Bremen
8,Sat Sep 9 1989,Karlsruher SC,2-1,Borussia Dortmund
8,Sat Sep 9 1989,FC 08 Homburg,0-1,1. FC Nürnberg
8,Sat Sep 9 1989,VfB Stuttgart,1-0,KFC Uerdingen
8,Sat Sep 9 1989,VfL Bochum,2-0,1. FC Kaiserslautern
8,Sat Sep 9 1989,Eintracht Frankfurt,1-2,Bayern München
8,Sat Sep 9 1989,SV Waldhof Mannheim,0-1,FC St. Pauli
9,Fri Sep 15 1989,Bor. Mönchengladbach,0-0,FC 08 Homburg
9,Fri Sep 15 1989,Bayer 04 Leverkusen,2-0,Eintracht Frankfurt
9,Sat Sep 16 1989,1. FC Kaiserslautern,1-2,VfB Stuttgart
9,Sat Sep 16 1989,Bayern München,5-1,VfL Bochum
9,Sat Sep 16 1989,Fortuna Düsseldorf,2-1,KFC Uerdingen
9,Sat Sep 16 1989,1. FC Nürnberg,2-0,Karlsruher SC
9,Sat Sep 16 1989,Borussia Dortmund,0-0,1. FC Köln
9,Sat Sep 16 1989,Werder Bremen,0-1,SV Waldhof Mannheim
9,Sat Sep 16 1989,FC St. Pauli,0-0,Hamburger SV
10,Tue Sep 19 1989,FC 08 Homburg,1-0,Fortuna Düsseldorf
10,Tue Sep 19 1989,Karlsruher SC,0-1,Bor. Mönchengladbach
10,Tue Sep 19 1989,KFC Uerdingen,3-2,1. FC Kaiserslautern
10,Tue Sep 19 1989,Eintracht Frankfurt,4-1,FC St. Pauli
10,Wed Sep 20 1989,SV Waldhof Mannheim,2-1,Borussia Dortmund
10,Wed Sep 20 1989,Hamburger SV,4-0,Werder Bremen
10,Wed Sep 20 1989,1. FC Köln,2-1,1. FC Nürnberg
10,Wed Sep 20 1989,VfB Stuttgart,2-1,Bayern München
10,Wed Sep 20 1989,VfL Bochum,0-2,Bayer 04 Leverkusen
11,Fri Sep 29 1989,FC St. Pauli,2-0,VfL Bochum
11,Sat Sep 30 1989,Bor. Mönchengladbach,0-2,1. FC Köln
11,Sat Sep 30 1989,Bayern München,3-0,KFC Uerdingen
11,Sat Sep 30 1989,FC 08 Homburg,2-0,Karlsruher SC
11,Sat Sep 30 1989,Fortuna Düsseldorf,1-1,1. FC Kaiserslautern
11,Sat Sep 30 1989,1. FC Nürnberg,2-0,SV Waldhof Mannheim
11,Sat Sep 30 1989,Borussia Dortmund,1-0,Hamburger SV
11,Sat Sep 30 1989,Werder Bremen,1-2,Eintracht Frankfurt
11,Sat Sep 30 1989,Bayer 04 Leverkusen,1-1,VfB Stuttgart
12,Sat Oct 7 1989,SV Waldhof Mannheim,4-2,Bor. Mönchengladbach
12,Sat Oct 7 1989,Hamburger SV,1-0,1. FC Nürnberg
12,Sat Oct 7 1989,1. FC Köln,1-0,FC 08 Homburg
12,Sat Oct 7 1989,Karlsruher SC,2-2,Fortuna Düsseldorf
12,Sat Oct 7 1989,1. FC Kaiserslautern,0-0,Bayern München
12,Sat Oct 7 1989,KFC Uerdingen,0-2,Bayer 04 Leverkusen
12,Sat Oct 7 1989,VfB Stuttgart,4-0,FC St. Pauli
12,Sat Oct 7 1989,VfL Bochum,0-0,Werder Bremen
12,Sat Oct 7 1989,Eintracht Frankfurt,0-2,Borussia Dortmund
13,Fri Oct 13 1989,Bor. Mönchengladbach,1-3,Hamburger SV
13,Fri Oct 13 1989,Borussia Dortmund,0-1,VfL Bochum
13,Fri Oct 13 1989,Werder Bremen,6-1,VfB Stuttgart
13,Sat Oct 14 1989,FC 08 Homburg,2-1,SV Waldhof Mannheim
13,Sat Oct 14 1989,FC St. Pauli,1-1,KFC Uerdingen
13,Sat Oct 14 1989,Bayer 04 Leverkusen,1-1,1. FC Kaiserslautern
13,Sat Oct 14 1989,Karlsruher SC,0-0,1. FC Köln
13,Sat Oct 14 1989,1. FC Nürnberg,1-1,Eintracht Frankfurt
13,Sat Oct 14 1989,Fortuna Düsseldorf,1-2,Bayern München
14,Fri Oct 20 1989,1. FC Kaiserslautern,1-1,FC St. Pauli
14,Sat Oct 21 1989,SV Waldhof Mannheim,0-1,Karlsruher SC
14,Sat Oct 21 1989,Hamburger SV,2-0,FC 08 Homburg
14,Sat Oct 21 1989,1. FC Köln,1-3,Fortuna Düsseldorf
14,Sat Oct 21 1989,Bayern München,0-1,Bayer 04 Leverkusen
14,Sat Oct 21 1989,KFC Uerdingen,0-1,Werder Bremen
14,Sat Oct 21 1989,VfB Stuttgart,3-1,Borussia Dortmund
14,Sat Oct 21 1989,VfL Bochum,3-3,1. FC Nürnberg
14,Sat Oct 21 1989,Eintracht Frankfurt,3-0,Bor. Mönchengladbach
15,Fri Oct 27 1989,FC St. Pauli,0-2,Bayern München
15,Fri Oct 27 1989,Werder Bremen,4-0,1. FC Kaiserslautern
15,Sat Oct 28 1989,FC 08 Homburg,2-3,Eintracht Frankfurt
15,Sat Oct 28 1989,Bayer 04 Leverkusen,3-3,Fortuna Düsseldorf
15,Sat Oct 28 1989,Karlsruher SC,2-0,Hamburger SV
15,Sat Oct 28 1989,Bor. Mönchengladbach,1-2,VfL Bochum
15,Sat Oct 28 1989,1. FC Nürnberg,0-2,VfB Stuttgart
15,Sat Oct 28 1989,Borussia Dortmund,1-0,KFC Uerdingen
15,Sat Oct 28 1989,SV Waldhof Mannheim,2-3,1. FC Köln
16,Fri Nov 3 1989,VfL Bochum,1-0,FC 08 Homburg
16,Fri Nov 3 1989,Fortuna Düsseldorf,0-0,SV Waldhof Mannheim
16,Fri Nov 3 1989,Bayer 04 Leverkusen,1-1,FC St. Pauli
16,Sat Nov 4 1989,Bayern München,1-1,Werder Bremen
16,Sat Nov 4 1989,1. FC Kaiserslautern,2-2,Borussia Dortmund
16,Sat Nov 4 1989,KFC Uerdingen,3-3,1. FC Nürnberg
16,Sat Nov 4 1989,VfB Stuttgart,4-0,Bor. Mönchengladbach
16,Sat Nov 4 1989,Eintracht Frankfurt,1-1,Karlsruher SC
16,Sat Nov 4 1989,Hamburger SV,0-2,1. FC Köln
17,Fri Nov 17 1989,FC St. Pauli,1-0,Fortuna Düsseldorf
17,Fri Nov 17 1989,1. FC Nürnberg,0-0,1. FC Kaiserslautern
17,Sat Nov 18 1989,FC 08 Homburg,4-2,VfB Stuttgart
17,Sat Nov 18 1989,SV Waldhof Mannheim,4-1,Hamburger SV
17,Sat Nov 18 1989,1. FC Köln,3-5,Eintracht Frankfurt
17,Sat Nov 18 1989,Karlsruher SC,2-0,VfL Bochum
17,Sat Nov 18 1989,Bor. Mönchengladbach,0-1,KFC Uerdingen
17,Sat Nov 18 1989,Borussia Dortmund,2-2,Bayern München
17,Sat Nov 18 1989,Werder Bremen,0-0,Bayer 04 Leverkusen
18,Thu Nov 23 1989,Borussia Dortmund,1-1,Bayer 04 Leverkusen
18,Sat Nov 25 1989,FC 08 Homburg,1-2,KFC Uerdingen
18,Sat Nov 25 1989,SV Waldhof Mannheim,1-1,Eintracht Frankfurt
18,Sat Nov 25 1989,Werder Bremen,2-1,FC St. Pauli
18,Sat Nov 25 1989,1. FC Nürnberg,4-0,Bayern München
18,Sat Nov 25 1989,Bor. Mönchengladbach,3-1,1. FC Kaiserslautern
18,Sat Nov 25 1989,Karlsruher SC,1-0,VfB Stuttgart
18,Sat Nov 25 1989,1. FC Köln,2-0,VfL Bochum
18,Sat Nov 25 1989,Hamburger SV,1-0,Fortuna Düsseldorf
19,Thu Nov 30 1989,FC St. Pauli,2-1,Borussia Dortmund
19,Fri Dec 1 1989,Bayer 04 Leverkusen,2-0,1. FC Nürnberg
19,Fri Dec 1 1989,VfL Bochum,2-0,SV Waldhof Mannheim
19,Sat Dec 2 1989,VfB Stuttgart,3-1,1. FC Köln
19,Sat Dec 2 1989,Fortuna Düsseldorf,2-1,Werder Bremen
19,Sat Dec 2 1989,KFC Uerdingen,1-0,Karlsruher SC
19,Sat Dec 2 1989,1. FC Kaiserslautern,3-1,FC 08 Homburg
19,Sat Dec 2 1989,Bayern München,2-0,Bor. Mönchengladbach
19,Sat Dec 2 1989,Eintracht Frankfurt,2-0,Hamburger SV
20,Fri Dec 8 1989,Bor. Mönchengladbach,1-1,Bayer 04 Leverkusen
20,Sat Dec 9 1989,Karlsruher SC,0-0,1. FC Kaiserslautern
20,Sat Dec 9 1989,SV Waldhof Mannheim,2-1,VfB Stuttgart
20,Sat Dec 9 1989,1. FC Nürnberg,0-1,FC St. Pauli
20,Sat Dec 9 1989,Eintracht Frankfurt,2-0,Fortuna Düsseldorf
20,Sat Dec 9 1989,1. FC Köln,0-1,KFC Uerdingen
20,Sat Dec 9 1989,Hamburger SV,1-4,VfL Bochum
20,Sat Dec 9 1989,Borussia Dortmund,4-1,Werder Bremen
20,Sat Dec 9 1989,FC 08 Homburg,1-3,Bayern München
21,Thu Dec 14 1989,VfL Bochum,2-2,Eintracht Frankfurt
21,Fri Dec 15 1989,Fortuna Düsseldorf,1-1,Borussia Dortmund
21,Sat Dec 16 1989,Bayern München,4-1,Karlsruher SC
21,Sat Dec 16 1989,VfB Stuttgart,3-0,Hamburger SV
21,Sat Dec 16 1989,1. FC Kaiserslautern,1-2,1. FC Köln
21,Sat Dec 16 1989,FC St. Pauli,2-1,Bor. Mönchengladbach
21,Sat Dec 16 1989,Werder Bremen,4-0,1. FC Nürnberg
21,Sat Dec 16 1989,KFC Uerdingen,0-2,SV Waldhof Mannheim
21,Sat Feb 17 1990,Bayer 04 Leverkusen,3-1,FC 08 Homburg
22,Fri Feb 23 1990,FC 08 Homburg,0-2,FC St. Pauli
22,Fri Feb 23 1990,1. FC Köln,1-1,Bayern München
22,Sat Feb 24 1990,SV Waldhof Mannheim,4-0,1. FC Kaiserslautern
22,Sat Feb 24 1990,Karlsruher SC,2-1,Bayer 04 Leverkusen
22,Sat Feb 24 1990,Hamburger SV,6-0,KFC Uerdingen
22,Sat Feb 24 1990,Eintracht Frankfurt,5-1,VfB Stuttgart
22,Sat Feb 24 1990,Bor. Mönchengladbach,4-0,Werder Bremen
22,Sat Feb 24 1990,VfL Bochum,1-2,Fortuna Düsseldorf
23,Fri Mar 2 1990,FC St. Pauli,1-1,Karlsruher SC
23,Fri Mar 2 1990,Werder Bremen,0-0,FC 08 Homburg
23,Sat Mar 3 1990,1. FC Kaiserslautern,1-3,Hamburger SV
23,Sat Mar 3 1990,Bayer 04 Leverkusen,0-2,1. FC Köln
23,Sat Mar 3 1990,VfB Stuttgart,1-0,VfL Bochum
23,Sat Mar 3 1990,Borussia Dortmund,3-0,Bor. Mönchengladbach
23,Sat Mar 3 1990,Bayern München,2-0,SV Waldhof Mannheim
23,Sat Mar 3 1990,Fortuna Düsseldorf,0-0,1. FC Nürnberg
23,Sat Mar 3 1990,KFC Uerdingen,1-1,Eintracht Frankfurt
24,Fri Mar 9 1990,FC 08 Homburg,3-3,Borussia Dortmund
24,Fri Mar 9 1990,Bor. Mönchengladbach,3-0,1. FC Nürnberg
24,Sat Mar 10 1990,VfL Bochum,2-1,KFC Uerdingen
24,Sat Mar 10 1990,Karlsruher SC,2-1,Werder Bremen
24,Sat Mar 10 1990,1. FC Köln,1-0,FC St. Pauli
24,Sat Mar 10 1990,Hamburger SV,0-3,Bayern München
24,Sat Mar 10 1990,VfB Stuttgart,4-0,Fortuna Düsseldorf
24,Sat Mar 10 1990,Eintracht Frankfurt,1-1,1. FC Kaiserslautern
24,Sat Mar 10 1990,SV Waldhof Mannheim,1-1,Bayer 04 Leverkusen
25,Thu Mar 15 1990,FC St. Pauli,2-1,SV Waldhof Mannheim
25,Fri Mar 16 1990,Werder Bremen,4-0,1. FC Köln
25,Sat Mar 17 1990,Bayer 04 Leverkusen,1-0,Hamburger SV
25,Sat Mar 17 1990,Borussia Dortmund,2-0,Karlsruher SC
25,Sat Mar 17 1990,1. FC Nürnberg,2-0,FC 08 Homburg
25,Sat Mar 17 1990,Bayern München,1-0,Eintracht Frankfurt
25,Sat Mar 17 1990,1. FC Kaiserslautern,2-1,VfL Bochum
25,Sat Mar 17 1990,Fortuna Düsseldorf,0-1,Bor. Mönchengladbach
25,Sat Mar 17 1990,KFC Uerdingen,4-1,VfB Stuttgart
26,Fri Mar 23 1990,Eintracht Frankfurt,0-3,Bayer 04 Leverkusen
26,Fri Mar 23 1990,FC 08 Homburg,1-3,Bor. Mönchengladbach
26,Sat Mar 24 1990,Karlsruher SC,0-0,1. FC Nürnberg
26,Sat Mar 24 1990,KFC Uerdingen,0-1,Fortuna Düsseldorf
26,Sat Mar 24 1990,Hamburger SV,0-0,FC St. Pauli
26,Sat Mar 24 1990,VfL Bochum,0-0,Bayern München
26,Sat Mar 24 1990,1. FC Köln,1-1,Borussia Dortmund
26,Sat Mar 24 1990,SV Waldhof Mannheim,0-0,Werder Bremen
26,Sat Mar 24 1990,VfB Stuttgart,0-1,1. FC Kaiserslautern
27,Fri Mar 30 1990,Fortuna Düsseldorf,1-0,FC 08 Homburg
27,Fri Mar 30 1990,Borussia Dortmund,2-0,SV Waldhof Mannheim
27,Sat Mar 31 1990,Werder Bremen,2-1,Hamburger SV
27,Sat Mar 31 1990,1. FC Nürnberg,1-1,1. FC Köln
27,Sat Mar 31 1990,Bayern München,3-1,VfB Stuttgart
27,Sat Mar 31 1990,Bor. Mönchengladbach,0-0,Karlsruher SC
27,Sat Mar 31 1990,FC St. Pauli,2-2,Eintracht Frankfurt
27,Sat Mar 31 1990,1. FC Kaiserslautern,2-1,KFC Uerdingen
27,Sat Mar 31 1990,Bayer 04 Leverkusen,2-1,VfL Bochum
28,Fri Apr 6 1990,VfL Bochum,3-3,FC St. Pauli
28,Fri Apr 6 1990,1. FC Kaiserslautern,1-0,Fortuna Düsseldorf
28,Sat Apr 7 1990,KFC Uerdingen,2-2,Bayern München
28,Sat Apr 7 1990,Eintracht Frankfurt,1-0,Werder Bremen
28,Sat Apr 7 1990,SV Waldhof Mannheim,1-1,1. FC Nürnberg
28,Sat Apr 7 1990,Hamburger SV,1-1,Borussia Dortmund
28,Sat Apr 7 1990,Karlsruher SC,0-2,FC 08 Homburg
28,Sat Apr 7 1990,1. FC Köln,3-0,Bor. Mönchengladbach
28,Sat Apr 7 1990,VfB Stuttgart,0-0,Bayer 04 Leverkusen
29,Wed Apr 11 1990,Borussia Dortmund,0-0,Eintracht Frankfurt
29,Thu Apr 12 1990,1. FC Nürnberg,2-0,Hamburger SV
29,Thu Apr 12 1990,FC 08 Homburg,0-1,1. FC Köln
29,Thu Apr 12 1990,FC St. Pauli,0-0,VfB Stuttgart
29,Thu Apr 12 1990,Werder Bremen,1-1,VfL Bochum
29,Thu Apr 12 1990,Bor. Mönchengladbach,2-0,SV Waldhof Mannheim
29,Thu Apr 12 1990,Fortuna Düsseldorf,0-0,Karlsruher SC
29,Thu Apr 12 1990,Bayern München,3-0,1. FC Kaiserslautern
29,Thu Apr 12 1990,Bayer 04 Leverkusen,1-1,KFC Uerdingen
22,Mon Apr 16 1990,1. FC Nürnberg,1-3,Borussia Dortmund
30,Fri Apr 20 1990,KFC Uerdingen,1-0,FC St. Pauli
30,Fri Apr 20 1990,1. FC Kaiserslautern,2-0,Bayer 04 Leverkusen
30,Sat Apr 21 1990,1. FC Köln,0-5,Karlsruher SC
30,Sat Apr 21 1990,SV Waldhof Mannheim,1-2,FC 08 Homburg
30,Sat Apr 21 1990,Hamburger SV,3-0,Bor. Mönchengladbach
30,Sat Apr 21 1990,Eintracht Frankfurt,5-1,1. FC Nürnberg
30,Sat Apr 21 1990,VfL Bochum,2-3,Borussia Dortmund
30,Sat Apr 21 1990,VfB Stuttgart,3-1,Werder Bremen
30,Sat Apr 21 1990,Bayern München,0-0,Fortuna Düsseldorf
31,Fri Apr 27 1990,FC St. Pauli,0-2,1. FC Kaiserslautern
31,Fri Apr 27 1990,FC 08 Homburg,0-1,Hamburger SV
31,Sat Apr 28 1990,Bayer 04 Leverkusen,0-0,Bayern München
31,Sat Apr 28 1990,Werder Bremen,0-0,KFC Uerdingen
31,Sat Apr 28 1990,Borussia Dortmund,2-0,VfB Stuttgart
31,Sat Apr 28 1990,1. FC Nürnberg,2-1,VfL Bochum
31,Sat Apr 28 1990,Bor. Mönchengladbach,2-1,Eintracht Frankfurt
31,Sat Apr 28 1990,Karlsruher SC,4-0,SV Waldhof Mannheim
31,Sat Apr 28 1990,Fortuna Düsseldorf,1-1,1. FC Köln
32,Tue May 1 1990,Eintracht Frankfurt,1-1,FC 08 Homburg
32,Tue May 1 1990,VfL Bochum,2-1,Bor. Mönchengladbach
32,Tue May 1 1990,VfB Stuttgart,4-0,1. FC Nürnberg
32,Tue May 1 1990,1. FC Kaiserslautern,2-2,Werder Bremen
32,Tue May 1 1990,1. FC Köln,6-0,SV Waldhof Mannheim
32,Wed May 2 1990,Bayern München,1-0,FC St. Pauli
32,Wed May 2 1990,Fortuna Düsseldorf,2-0,Bayer 04 Leverkusen
32,Wed May 2 1990,Hamburger SV,1-0,Karlsruher SC
32,Wed May 2 1990,KFC Uerdingen,1-3,Borussia Dortmund
33,Sat May 5 1990,SV Waldhof Mannheim,0-1,Fortuna Düsseldorf
33,Sat May 5 1990,FC St. Pauli,3-0,Bayer 04 Leverkusen
33,Sat May 5 1990,1. FC Köln,2-0,Hamburger SV
33,Sat May 5 1990,Borussia Dortmund,1-1,1. FC Kaiserslautern
33,Sat May 5 1990,1. FC Nürnberg,1-1,KFC Uerdingen
33,Sat May 5 1990,Bor. Mönchengladbach,3-1,VfB Stuttgart
33,Sat May 5 1990,FC 08 Homburg,1-0,VfL Bochum
33,Sat May 5 1990,Karlsruher SC,1-0,Eintracht Frankfurt
33,Sat May 5 1990,Werder Bremen,2-2,Bayern München
34,Sat May 12 1990,Fortuna Düsseldorf,7-0,FC St. Pauli
34,Sat May 12 1990,Eintracht Frankfurt,3-1,1. FC Köln
34,Sat May 12 1990,VfL Bochum,2-0,Karlsruher SC
34,Sat May 12 1990,VfB Stuttgart,2-2,FC 08 Homburg
34,Sat May 12 1990,KFC Uerdingen,0-0,Bor. Mönchengladbach
34,Sat May 12 1990,1. FC Kaiserslautern,0-2,1. FC Nürnberg
34,Sat May 12 1990,Bayern München,3-0,Borussia Dortmund
34,Sat May 12 1990,Bayer 04 Leverkusen,1-3,Werder Bremen
34,Sat May 12 1990,Hamburger SV,1-0,SV Waldhof Mannheim
