Round,Date,Team 1,Team 2,FT,HT
5,1982-09-11,Fortuna Düsseldorf,VfB Stuttgart,1-1,0-0
5,1982-09-11,Werder Bremen,Hertha BSC,3-1,3-0
5,1982-09-11,1. FC Nürnberg,1. FC Köln,2-1,1-1
5,1982-09-11,FC Schalke 04,1. FC Kaiserslautern,0-0,0-0
5,1982-09-11,Eintracht Frankfurt,VfL Bochum,0-1,0-0
5,1982-09-11,Arminia Bielefeld,Bayern München,2-4,1-2
5,1982-09-11,Eintracht Braunschweig,Borussia Dortmund,0-0,0-0
6,1982-09-17,Bor. Mönchengladbach,Bayer Leverkusen,3-1,3-1
6,1982-09-17,VfL Bochum,Eintracht Braunschweig,0-2,0-0
6,1982-09-18,1. FC Köln,Werder Bremen,2-1,2-1
6,1982-09-18,VfB Stuttgart,Karlsruher SC,4-1,2-0
6,1982-09-18,Hamburger SV,Arminia Bielefeld,3-1,2-1
6,1982-09-18,Bayern München,Eintracht Frankfurt,4-0,2-0
6,1982-09-18,Borussia Dortmund,FC Schalke 04,2-0,2-0
6,1982-09-18,1. FC Kaiserslautern,1. FC Nürnberg,2-1,2-0
6,1982-09-18,Hertha BSC,Fortuna Düsseldorf,1-1,0-1
7,1982-09-24,1. FC Nürnberg,Borussia Dortmund,3-2,0-0
7,1982-09-25,Bayer Leverkusen,VfB Stuttgart,0-3,0-1
7,1982-09-25,Karlsruher SC,Hertha BSC,1-1,1-1
7,1982-09-25,Fortuna Düsseldorf,1. FC Köln,2-6,2-1
7,1982-09-25,Werder Bremen,1. FC Kaiserslautern,3-0,2-0
7,1982-09-25,VfL Bochum,Bayern München,0-0,0-0
7,1982-09-25,Eintracht Frankfurt,Hamburger SV,1-1,1-0
7,1982-09-25,Arminia Bielefeld,Bor. Mönchengladbach,4-2,2-0
7,1982-09-25,Eintracht Braunschweig,FC Schalke 04,1-1,1-0
8,1982-09-01,Bor. Mönchengladbach,Eintracht Frankfurt,3-1,0-1
8,1982-09-01,FC Schalke 04,1. FC Nürnberg,0-1,0-1
8,1982-09-01,Hertha BSC,Bayer Leverkusen,3-3,1-2
8,1982-10-02,1. FC Köln,Karlsruher SC,4-1,3-1
8,1982-10-02,VfB Stuttgart,Arminia Bielefeld,2-2,1-2
8,1982-10-02,Hamburger SV,VfL Bochum,0-0,0-0
8,1982-10-02,Bayern München,Eintracht Braunschweig,1-1,1-0
8,1982-10-02,Borussia Dortmund,Werder Bremen,0-0,0-0
8,1982-10-02,1. FC Kaiserslautern,Fortuna Düsseldorf,3-1,1-1
9,1982-10-08,Werder Bremen,FC Schalke 04,4-0,0-0
9,1982-10-09,Bayer Leverkusen,1. FC Köln,0-0,0-0
9,1982-10-09,Karlsruher SC,1. FC Kaiserslautern,1-1,1-0
9,1982-10-09,Fortuna Düsseldorf,Borussia Dortmund,2-3,0-1
9,1982-10-09,Bayern München,Hamburger SV,2-2,0-2
9,1982-10-09,VfL Bochum,Bor. Mönchengladbach,3-1,0-1
9,1982-10-09,Eintracht Frankfurt,VfB Stuttgart,3-0,1-0
9,1982-10-09,Arminia Bielefeld,Hertha BSC,2-1,0-0
9,1982-10-09,Eintracht Braunschweig,1. FC Nürnberg,2-2,1-1
10,1982-10-22,FC Schalke 04,Fortuna Düsseldorf,3-3,2-1
10,1982-10-23,1. FC Köln,Arminia Bielefeld,1-0,1-0
10,1982-10-23,VfB Stuttgart,VfL Bochum,5-2,3-0
10,1982-10-23,Bor. Mönchengladbach,Bayern München,0-0,0-0
10,1982-10-23,Hamburger SV,Eintracht Braunschweig,4-0,2-0
10,1982-10-23,1. FC Nürnberg,Werder Bremen,2-0,0-0
10,1982-10-23,Borussia Dortmund,Karlsruher SC,4-3,3-1
10,1982-10-23,1. FC Kaiserslautern,Bayer Leverkusen,2-0,1-0
10,1982-10-23,Hertha BSC,Eintracht Frankfurt,1-0,0-0
11,1982-10-30,Bayer Leverkusen,Borussia Dortmund,1-2,1-1
11,1982-10-30,Karlsruher SC,FC Schalke 04,2-2,1-1
11,1982-10-30,Fortuna Düsseldorf,1. FC Nürnberg,3-1,1-1
11,1982-10-30,Hamburger SV,Bor. Mönchengladbach,4-3,3-2
11,1982-10-30,Bayern München,VfB Stuttgart,4-0,1-0
11,1982-10-30,VfL Bochum,Hertha BSC,4-0,1-0
11,1982-10-30,Eintracht Frankfurt,1. FC Köln,3-0,2-0
11,1982-10-30,Arminia Bielefeld,1. FC Kaiserslautern,2-2,1-1
11,1982-10-30,Eintracht Braunschweig,Werder Bremen,3-1,0-0
12,1982-11-05,Bor. Mönchengladbach,Eintracht Braunschweig,3-0,2-0
12,1982-11-05,FC Schalke 04,Bayer Leverkusen,2-0,0-0
12,1982-11-06,1. FC Köln,VfL Bochum,4-1,0-0
12,1982-11-06,VfB Stuttgart,Hamburger SV,1-2,0-2
12,1982-11-06,Werder Bremen,Fortuna Düsseldorf,2-2,1-1
12,1982-11-06,1. FC Nürnberg,Karlsruher SC,3-1,0-1
12,1982-11-06,Borussia Dortmund,Arminia Bielefeld,11-1,1-1
12,1982-11-06,1. FC Kaiserslautern,Eintracht Frankfurt,3-0,1-0
12,1982-11-06,Hertha BSC,Bayern München,1-3,0-2
13,1982-11-13,Bayer Leverkusen,1. FC Nürnberg,1-0,1-0
13,1982-11-13,Karlsruher SC,Werder Bremen,1-2,0-2
13,1982-11-13,Bor. Mönchengladbach,VfB Stuttgart,1-4,1-2
13,1982-11-13,Hamburger SV,Hertha BSC,1-1,0-0
13,1982-11-13,Bayern München,1. FC Köln,0-1,0-0
13,1982-11-13,VfL Bochum,1. FC Kaiserslautern,1-1,0-1
13,1982-11-13,Eintracht Frankfurt,Borussia Dortmund,3-1,0-0
13,1982-11-13,Arminia Bielefeld,FC Schalke 04,3-2,2-0
13,1982-11-13,Eintracht Braunschweig,Fortuna Düsseldorf,2-1,2-0
14,1982-11-19,Borussia Dortmund,VfL Bochum,3-1,2-0
14,1982-11-20,1. FC Köln,Hamburger SV,1-1,1-1
14,1982-11-20,VfB Stuttgart,Eintracht Braunschweig,4-0,1-0
14,1982-11-20,Fortuna Düsseldorf,Karlsruher SC,4-3,2-1
14,1982-11-20,Werder Bremen,Bayer Leverkusen,3-1,2-1
14,1982-11-20,1. FC Nürnberg,Arminia Bielefeld,1-1,1-1
14,1982-11-20,FC Schalke 04,Eintracht Frankfurt,3-2,3-2
14,1982-11-20,1. FC Kaiserslautern,Bayern München,3-2,1-2
14,1982-11-20,Hertha BSC,Bor. Mönchengladbach,0-2,0-1
15,1982-11-27,Bayer Leverkusen,Fortuna Düsseldorf,3-3,2-2
15,1982-11-27,Karlsruher SC,Eintracht Braunschweig,3-1,2-1
15,1982-11-27,Bor. Mönchengladbach,1. FC Köln,1-4,0-1
15,1982-11-27,Hamburger SV,1. FC Kaiserslautern,1-1,0-0
15,1982-11-27,Bayern München,Borussia Dortmund,3-0,2-0
15,1982-11-27,VfL Bochum,FC Schalke 04,2-1,0-0
15,1982-11-27,Eintracht Frankfurt,1. FC Nürnberg,3-0,2-0
15,1982-11-27,Arminia Bielefeld,Werder Bremen,1-2,1-1
15,1982-11-27,Hertha BSC,VfB Stuttgart,1-0,0-0
16,1982-12-03,Eintracht Braunschweig,Hertha BSC,1-0,1-0
16,1982-12-04,1. FC Köln,VfB Stuttgart,1-2,1-2
16,1982-12-04,Karlsruher SC,Bayer Leverkusen,2-2,0-2
16,1982-12-04,Fortuna Düsseldorf,Arminia Bielefeld,2-0,0-0
16,1982-12-04,Werder Bremen,Eintracht Frankfurt,3-0,2-0
16,1982-12-04,1. FC Nürnberg,VfL Bochum,1-1,0-1
16,1982-12-04,Borussia Dortmund,Hamburger SV,1-3,1-2
16,1982-12-04,1. FC Kaiserslautern,Bor. Mönchengladbach,3-0,2-0
16,1982-12-04,FC Schalke 04,Bayern München,1-2,0-1
17,1982-12-10,Bor. Mönchengladbach,Borussia Dortmund,2-3,1-1
17,1982-12-11,Bayer Leverkusen,Eintracht Braunschweig,1-0,1-0
17,1982-12-11,VfB Stuttgart,1. FC Kaiserslautern,1-1,1-1
17,1982-12-11,Hamburger SV,FC Schalke 04,6-2,2-1
17,1982-12-11,Bayern München,1. FC Nürnberg,1-0,1-0
17,1982-12-11,VfL Bochum,Werder Bremen,1-2,1-0
17,1982-12-11,Eintracht Frankfurt,Fortuna Düsseldorf,2-2,0-1
17,1982-12-11,Arminia Bielefeld,Karlsruher SC,5-1,3-1
17,1982-12-11,Hertha BSC,1. FC Köln,0-0,0-0
18,1983-01-22,Arminia Bielefeld,Bayer Leverkusen,0-2,0-0
18,1983-01-22,Eintracht Frankfurt,Karlsruher SC,2-0,2-0
18,1983-01-22,VfL Bochum,Fortuna Düsseldorf,3-1,0-0
18,1983-01-22,Bayern München,Werder Bremen,1-1,1-0
18,1983-01-22,Hamburger SV,1. FC Nürnberg,3-0,3-0
18,1983-01-22,Bor. Mönchengladbach,FC Schalke 04,0-0,0-0
18,1983-01-22,VfB Stuttgart,Borussia Dortmund,2-1,1-0
18,1983-01-22,Hertha BSC,1. FC Kaiserslautern,0-0,0-0
18,1983-01-22,1. FC Köln,Eintracht Braunschweig,3-1,1-0
19,1983-01-29,1. FC Kaiserslautern,1. FC Köln,3-2,1-0
19,1983-01-29,FC Schalke 04,VfB Stuttgart,1-3,0-1
19,1983-01-29,1. FC Nürnberg,Bor. Mönchengladbach,1-0,0-0
19,1983-01-29,Werder Bremen,Hamburger SV,3-2,2-0
19,1983-01-29,Fortuna Düsseldorf,Bayern München,3-5,1-2
19,1983-01-29,Karlsruher SC,VfL Bochum,0-0,0-0
19,1983-01-29,Bayer Leverkusen,Eintracht Frankfurt,1-1,1-1
19,1983-01-29,Eintracht Braunschweig,Arminia Bielefeld,3-0,1-0
19,1983-01-29,Borussia Dortmund,Hertha BSC,2-1,1-1
20,1983-02-05,Bayern München,Karlsruher SC,6-1,5-0
20,1983-02-05,VfB Stuttgart,1. FC Nürnberg,3-0,2-0
20,1983-02-05,Hertha BSC,FC Schalke 04,2-3,0-1
20,1983-02-05,1. FC Köln,Borussia Dortmund,2-2,1-0
20,1983-02-05,1. FC Kaiserslautern,Eintracht Braunschweig,3-2,2-1
20,1983-02-12,Eintracht Frankfurt,Arminia Bielefeld,2-1,0-0
20,1983-03-01,Bor. Mönchengladbach,Werder Bremen,1-2,0-0
20,1983-03-08,Hamburger SV,Fortuna Düsseldorf,2-0,1-0
20,1983-04-02,VfL Bochum,Bayer Leverkusen,3-2,1-2
21,1983-02-19,FC Schalke 04,1. FC Köln,1-4,0-2
21,1983-02-19,Fortuna Düsseldorf,Bor. Mönchengladbach,2-1,1-0
21,1983-02-19,Karlsruher SC,Hamburger SV,1-2,0-1
21,1983-02-19,Bayer Leverkusen,Bayern München,1-1,1-1
21,1983-02-19,Arminia Bielefeld,VfL Bochum,1-1,0-1
21,1983-02-19,Eintracht Braunschweig,Eintracht Frankfurt,1-0,1-0
21,1983-02-19,Borussia Dortmund,1. FC Kaiserslautern,4-0,2-0
21,1983-02-19,1. FC Nürnberg,Hertha BSC,4-2,1-1
21,1983-03-22,Werder Bremen,VfB Stuttgart,3-2,2-0
22,1983-02-26,Hamburger SV,Bayer Leverkusen,3-0,1-0
22,1983-02-26,VfB Stuttgart,Fortuna Düsseldorf,1-1,1-1
22,1983-02-26,VfL Bochum,Eintracht Frankfurt,1-2,1-1
22,1983-02-26,Bayern München,Arminia Bielefeld,5-0,3-0
22,1983-02-26,Borussia Dortmund,Eintracht Braunschweig,3-2,2-1
22,1983-03-22,1. FC Köln,1. FC Nürnberg,5-2,3-1
22,1983-04-02,Bor. Mönchengladbach,Karlsruher SC,5-0,3-0
22,1983-04-02,Hertha BSC,Werder Bremen,0-1,0-1
22,1983-04-02,1. FC Kaiserslautern,FC Schalke 04,2-0,0-0
23,1983-03-05,Werder Bremen,1. FC Köln,1-1,0-1
23,1983-03-05,Karlsruher SC,VfB Stuttgart,1-2,1-1
23,1983-03-05,Bayer Leverkusen,Bor. Mönchengladbach,3-2,1-2
23,1983-03-05,Arminia Bielefeld,Hamburger SV,2-0,1-0
23,1983-03-05,Eintracht Frankfurt,Bayern München,1-0,1-0
23,1983-03-05,Eintracht Braunschweig,VfL Bochum,0-2,0-0
23,1983-03-05,FC Schalke 04,Borussia Dortmund,1-2,0-0
23,1983-03-05,1. FC Nürnberg,1. FC Kaiserslautern,1-1,1-0
23,1983-03-05,Fortuna Düsseldorf,Hertha BSC,1-1,0-0
24,1983-03-11,Borussia Dortmund,1. FC Nürnberg,4-0,0-0
24,1983-03-12,VfB Stuttgart,Bayer Leverkusen,5-3,1-1
24,1983-03-12,Hertha BSC,Karlsruher SC,5-2,1-1
24,1983-03-12,1. FC Köln,Fortuna Düsseldorf,4-0,3-0
24,1983-03-12,1. FC Kaiserslautern,Werder Bremen,2-1,2-1
24,1983-03-12,Bayern München,VfL Bochum,3-0,0-0
24,1983-03-12,Hamburger SV,Eintracht Frankfurt,3-0,2-0
24,1983-03-12,Bor. Mönchengladbach,Arminia Bielefeld,3-0,1-0
24,1983-03-22,FC Schalke 04,Eintracht Braunschweig,3-3,1-1
25,1983-03-18,1. FC Nürnberg,FC Schalke 04,3-2,2-1
25,1983-03-18,Werder Bremen,Borussia Dortmund,4-2,2-1
25,1983-03-19,Karlsruher SC,1. FC Köln,1-1,0-1
25,1983-03-19,Eintracht Frankfurt,Bor. Mönchengladbach,3-0,2-0
25,1983-03-19,VfL Bochum,Hamburger SV,1-1,0-1
25,1983-03-19,Eintracht Braunschweig,Bayern München,1-1,1-1
25,1983-03-19,Fortuna Düsseldorf,1. FC Kaiserslautern,2-1,1-1
25,1983-03-19,Bayer Leverkusen,Hertha BSC,2-1,2-1
25,1983-05-03,Arminia Bielefeld,VfB Stuttgart,2-2,0-0
26,1983-03-25,Borussia Dortmund,Fortuna Düsseldorf,1-2,0-0
26,1983-03-25,Hertha BSC,Arminia Bielefeld,2-0,1-0
26,1983-03-26,1. FC Kaiserslautern,Karlsruher SC,7-0,4-0
26,1983-03-26,FC Schalke 04,Werder Bremen,0-2,0-2
26,1983-03-26,Hamburger SV,Bayern München,1-1,1-0
26,1983-03-26,Bor. Mönchengladbach,VfL Bochum,3-1,2-1
26,1983-03-26,VfB Stuttgart,Eintracht Frankfurt,4-1,2-1
26,1983-03-26,1. FC Nürnberg,Eintracht Braunschweig,0-0,0-0
26,1983-04-19,1. FC Köln,Bayer Leverkusen,4-1,2-1
27,1983-04-08,Werder Bremen,1. FC Nürnberg,3-2,3-0
27,1983-04-08,Bayer Leverkusen,1. FC Kaiserslautern,0-0,0-0
27,1983-04-09,Arminia Bielefeld,1. FC Köln,2-0,0-0
27,1983-04-09,VfL Bochum,VfB Stuttgart,2-2,0-1
27,1983-04-09,Bayern München,Bor. Mönchengladbach,3-1,1-0
27,1983-04-09,Eintracht Braunschweig,Hamburger SV,2-4,1-3
27,1983-04-09,Fortuna Düsseldorf,FC Schalke 04,3-1,2-1
27,1983-04-09,Eintracht Frankfurt,Hertha BSC,3-1,2-1
27,1983-04-19,Karlsruher SC,Borussia Dortmund,2-0,2-0
28,1983-04-15,Borussia Dortmund,Bayer Leverkusen,3-3,0-3
28,1983-04-15,1. FC Nürnberg,Fortuna Düsseldorf,3-1,2-0
28,1983-04-15,1. FC Kaiserslautern,Arminia Bielefeld,3-0,0-0
28,1983-04-16,FC Schalke 04,Karlsruher SC,1-0,1-0
28,1983-04-16,Bor. Mönchengladbach,Hamburger SV,1-1,0-0
28,1983-04-16,VfB Stuttgart,Bayern München,1-1,0-1
28,1983-04-16,Hertha BSC,VfL Bochum,1-1,0-1
28,1983-04-16,1. FC Köln,Eintracht Frankfurt,2-2,1-1
28,1983-04-16,Werder Bremen,Eintracht Braunschweig,6-0,3-0
29,1983-04-29,Karlsruher SC,1. FC Nürnberg,2-1,1-0
29,1983-04-29,Arminia Bielefeld,Borussia Dortmund,1-0,0-0
29,1983-04-30,Bayern München,Hertha BSC,4-0,1-0
29,1983-04-30,VfL Bochum,1. FC Köln,0-0,0-0
29,1983-04-30,Hamburger SV,VfB Stuttgart,2-0,0-0
29,1983-04-30,Eintracht Braunschweig,Bor. Mönchengladbach,0-0,0-0
29,1983-04-30,Fortuna Düsseldorf,Werder Bremen,2-5,0-3
29,1983-04-30,Bayer Leverkusen,FC Schalke 04,3-1,1-0
29,1983-04-30,Eintracht Frankfurt,1. FC Kaiserslautern,2-2,2-2
30,1983-05-06,VfB Stuttgart,Bor. Mönchengladbach,3-2,1-0
30,1983-05-06,Hertha BSC,Hamburger SV,1-2,1-1
30,1983-05-06,Fortuna Düsseldorf,Eintracht Braunschweig,5-0,1-0
30,1983-05-07,1. FC Nürnberg,Bayer Leverkusen,0-1,0-0
30,1983-05-07,Werder Bremen,Karlsruher SC,3-0,1-0
30,1983-05-07,1. FC Köln,Bayern München,2-0,1-0
30,1983-05-07,1. FC Kaiserslautern,VfL Bochum,1-0,1-0
30,1983-05-07,Borussia Dortmund,Eintracht Frankfurt,4-1,1-0
30,1983-05-07,FC Schalke 04,Arminia Bielefeld,5-0,3-0
31,1983-05-13,Arminia Bielefeld,1. FC Nürnberg,3-0,2-0
31,1983-05-13,Karlsruher SC,Fortuna Düsseldorf,2-1,0-0
31,1983-05-13,Bayer Leverkusen,Werder Bremen,1-1,1-0
31,1983-05-14,Hamburger SV,1. FC Köln,2-1,1-0
31,1983-05-14,Eintracht Braunschweig,VfB Stuttgart,1-2,1-0
31,1983-05-14,Eintracht Frankfurt,FC Schalke 04,3-2,0-1
31,1983-05-14,VfL Bochum,Borussia Dortmund,2-2,1-1
31,1983-05-14,Bayern München,1. FC Kaiserslautern,0-1,0-0
31,1983-05-14,Bor. Mönchengladbach,Hertha BSC,3-1,2-1
32,1983-05-20,1. FC Köln,Bor. Mönchengladbach,2-1,0-1
32,1983-05-20,FC Schalke 04,VfL Bochum,2-0,0-0
32,1983-05-20,VfB Stuttgart,Hertha BSC,4-1,2-0
32,1983-05-21,Fortuna Düsseldorf,Bayer Leverkusen,4-0,2-0
32,1983-05-21,Eintracht Braunschweig,Karlsruher SC,5-1,1-1
32,1983-05-21,1. FC Kaiserslautern,Hamburger SV,2-2,0-0
32,1983-05-21,Borussia Dortmund,Bayern München,4-4,1-1
32,1983-05-21,1. FC Nürnberg,Eintracht Frankfurt,3-0,1-0
32,1983-05-21,Werder Bremen,Arminia Bielefeld,5-1,2-0
33,1983-05-28,VfB Stuttgart,1. FC Köln,2-1,1-0
33,1983-05-28,Bayer Leverkusen,Karlsruher SC,3-1,0-0
33,1983-05-28,Arminia Bielefeld,Fortuna Düsseldorf,2-1,1-0
33,1983-05-28,Eintracht Frankfurt,Werder Bremen,0-1,0-1
33,1983-05-28,VfL Bochum,1. FC Nürnberg,6-0,3-0
33,1983-05-28,Bayern München,FC Schalke 04,0-1,0-0
33,1983-05-28,Hamburger SV,Borussia Dortmund,5-0,3-0
33,1983-05-28,Bor. Mönchengladbach,1. FC Kaiserslautern,4-2,2-2
33,1983-05-28,Hertha BSC,Eintracht Braunschweig,3-3,2-3
34,1983-06-04,Eintracht Braunschweig,Bayer Leverkusen,1-3,1-1
34,1983-06-04,1. FC Kaiserslautern,VfB Stuttgart,2-3,1-1
34,1983-06-04,Borussia Dortmund,Bor. Mönchengladbach,4-6,3-1
34,1983-06-04,FC Schalke 04,Hamburger SV,1-2,1-1
34,1983-06-04,1. FC Nürnberg,Bayern München,2-3,2-1
34,1983-06-04,Werder Bremen,VfL Bochum,3-2,1-1
34,1983-06-04,Fortuna Düsseldorf,Eintracht Frankfurt,5-1,3-1
34,1983-06-04,Karlsruher SC,Arminia Bielefeld,1-1,0-0
34,1983-06-04,1. FC Köln,Hertha BSC,3-2,1-0
