Round,Date,Team 1,FT,Team 2
8,Sat Sep 22 2018,TSV 1860 München,1-2,SV Wehen Wiesbaden
8,Sat Sep 22 2018,FC Carl Zeiss Jena,3-3,1. FC Kaiserslautern
8,Sat Sep 22 2018,Würzburger Kickers,1-1,Eintracht Braunschweig
8,Sat Sep 22 2018,SG Großaspach,0-0,Hansa Rostock
8,Sat Sep 22 2018,SV Meppen,3-3,SpVgg Unterhaching
8,Sat Sep 22 2018,Karlsruher SC,2-0,KFC Uerdingen
8,Sat Sep 22 2018,Fortuna Köln,1-1,SF Lotte
8,Sun Sep 23 2018,FSV Zwickau,0-1,VfL Osnabrück
8,Sun Sep 23 2018,Hallescher FC,1-0,VfR Aalen
9,Tue Sep 25 2018,SF Lotte,2-0,FC Carl Zeiss Jena
9,Tue Sep 25 2018,Würzburger Kickers,2-1,SV Meppen
9,Tue Sep 25 2018,Eintracht Braunschweig,1-4,1. FC Kaiserslautern
9,Tue Sep 25 2018,SV Wehen Wiesbaden,2-0,SG Großaspach
9,Tue Sep 25 2018,Hansa Rostock,1-4,Preußen Münster
9,Wed Sep 26 2018,VfL Osnabrück,1-0,Fortuna Köln
9,Wed Sep 26 2018,SpVgg Unterhaching,1-1,TSV 1860 München
9,Wed Sep 26 2018,KFC Uerdingen,1-2,FSV Zwickau
9,Wed Sep 26 2018,VfR Aalen,1-3,Karlsruher SC
10,Fri Sep 28 2018,Preußen Münster,3-0,SV Wehen Wiesbaden
10,Sat Sep 29 2018,Fortuna Köln,1-2,KFC Uerdingen
10,Sat Sep 29 2018,SG Großaspach,1-1,SpVgg Unterhaching
10,Sat Sep 29 2018,SV Meppen,4-2,Eintracht Braunschweig
10,Sat Sep 29 2018,1. FC Kaiserslautern,2-1,SF Lotte
10,Sat Sep 29 2018,Karlsruher SC,2-0,Energie Cottbus
10,Sun Sep 30 2018,FC Carl Zeiss Jena,0-0,VfL Osnabrück
10,Sun Sep 30 2018,FSV Zwickau,2-3,VfR Aalen
10,Mon Oct 1 2018,TSV 1860 München,1-1,Würzburger Kickers
11,Fri Oct 5 2018,Hansa Rostock,1-0,Karlsruher SC
11,Sat Oct 6 2018,KFC Uerdingen,2-1,FC Carl Zeiss Jena
11,Sat Oct 6 2018,SpVgg Unterhaching,1-1,Preußen Münster
11,Sat Oct 6 2018,VfR Aalen,0-1,Fortuna Köln
11,Sat Oct 6 2018,VfL Osnabrück,2-0,1. FC Kaiserslautern
11,Sat Oct 6 2018,Energie Cottbus,2-1,FSV Zwickau
11,Sat Oct 6 2018,Eintracht Braunschweig,2-2,SF Lotte
11,Sun Oct 7 2018,SV Meppen,1-0,TSV 1860 München
11,Sun Oct 7 2018,SV Wehen Wiesbaden,2-0,Hallescher FC
11,Mon Oct 8 2018,Würzburger Kickers,0-0,SG Großaspach
9,Wed Oct 10 2018,Energie Cottbus,1-2,Hallescher FC
10,Tue Oct 16 2018,Hallescher FC,0-1,Hansa Rostock
12,Fri Oct 19 2018,FC Carl Zeiss Jena,0-0,VfR Aalen
12,Sat Oct 20 2018,Fortuna Köln,3-1,Energie Cottbus
12,Sat Oct 20 2018,SG Großaspach,1-0,SV Meppen
12,Sat Oct 20 2018,1. FC Kaiserslautern,2-0,KFC Uerdingen
12,Sat Oct 20 2018,Hallescher FC,1-1,SpVgg Unterhaching
12,Sat Oct 20 2018,TSV 1860 München,2-0,Eintracht Braunschweig
12,Sat Oct 20 2018,SF Lotte,0-0,VfL Osnabrück
12,Sun Oct 21 2018,FSV Zwickau,2-2,Hansa Rostock
12,Sun Oct 21 2018,Karlsruher SC,2-5,SV Wehen Wiesbaden
12,Sun Oct 21 2018,Preußen Münster,1-0,Würzburger Kickers
13,Fri Oct 26 2018,Eintracht Braunschweig,3-4,VfL Osnabrück
13,Sat Oct 27 2018,Würzburger Kickers,1-2,Hallescher FC
13,Sat Oct 27 2018,Energie Cottbus,2-1,FC Carl Zeiss Jena
13,Sat Oct 27 2018,SV Wehen Wiesbaden,0-0,FSV Zwickau
13,Sat Oct 27 2018,Hansa Rostock,3-1,Fortuna Köln
13,Sat Oct 27 2018,SpVgg Unterhaching,0-0,Karlsruher SC
13,Sat Oct 27 2018,KFC Uerdingen,0-2,SF Lotte
13,Sun Oct 28 2018,TSV 1860 München,2-2,SG Großaspach
13,Sun Oct 28 2018,SV Meppen,1-2,Preußen Münster
13,Mon Oct 29 2018,VfR Aalen,1-2,1. FC Kaiserslautern
14,Fri Nov 2 2018,1. FC Kaiserslautern,0-2,Energie Cottbus
14,Sat Nov 3 2018,SF Lotte,1-1,VfR Aalen
14,Sat Nov 3 2018,Preußen Münster,0-0,TSV 1860 München
14,Sat Nov 3 2018,FC Carl Zeiss Jena,1-1,Hansa Rostock
14,Sat Nov 3 2018,FSV Zwickau,2-2,SpVgg Unterhaching
14,Sat Nov 3 2018,SG Großaspach,1-1,Eintracht Braunschweig
14,Sat Nov 3 2018,Karlsruher SC,2-1,Würzburger Kickers
14,Sun Nov 4 2018,Hallescher FC,2-1,SV Meppen
14,Sun Nov 4 2018,Fortuna Köln,0-7,SV Wehen Wiesbaden
14,Mon Nov 5 2018,VfL Osnabrück,2-1,KFC Uerdingen
15,Fri Nov 9 2018,Würzburger Kickers,0-2,FSV Zwickau
15,Sat Nov 10 2018,SV Meppen,2-3,Karlsruher SC
15,Sat Nov 10 2018,Hansa Rostock,4-1,1. FC Kaiserslautern
15,Sat Nov 10 2018,Eintracht Braunschweig,0-2,KFC Uerdingen
15,Sat Nov 10 2018,VfR Aalen,1-1,VfL Osnabrück
15,Sat Nov 10 2018,TSV 1860 München,1-1,Hallescher FC
15,Sat Nov 10 2018,Energie Cottbus,2-2,SF Lotte
15,Sun Nov 11 2018,SpVgg Unterhaching,6-0,Fortuna Köln
15,Sun Nov 11 2018,SG Großaspach,3-1,Preußen Münster
15,Mon Nov 12 2018,SV Wehen Wiesbaden,2-3,FC Carl Zeiss Jena
16,Fri Nov 23 2018,SF Lotte,1-0,Hansa Rostock
16,Sat Nov 24 2018,KFC Uerdingen,2-0,VfR Aalen
16,Sat Nov 24 2018,FC Carl Zeiss Jena,4-5,SpVgg Unterhaching
16,Sat Nov 24 2018,VfL Osnabrück,3-1,Energie Cottbus
16,Sat Nov 24 2018,FSV Zwickau,1-1,SV Meppen
16,Sat Nov 24 2018,Fortuna Köln,0-0,Würzburger Kickers
16,Sat Nov 24 2018,Hallescher FC,2-0,SG Großaspach
16,Sun Nov 25 2018,Karlsruher SC,3-2,TSV 1860 München
16,Sun Nov 25 2018,1. FC Kaiserslautern,0-0,SV Wehen Wiesbaden
16,Mon Nov 26 2018,Preußen Münster,3-0,Eintracht Braunschweig
17,Fri Nov 30 2018,SpVgg Unterhaching,5-0,1. FC Kaiserslautern
17,Sat Dec 1 2018,TSV 1860 München,2-0,FSV Zwickau
17,Sat Dec 1 2018,Energie Cottbus,0-2,KFC Uerdingen
17,Sat Dec 1 2018,Preußen Münster,1-2,Hallescher FC
17,Sat Dec 1 2018,Eintracht Braunschweig,2-2,VfR Aalen
17,Sat Dec 1 2018,SV Wehen Wiesbaden,2-0,SF Lotte
17,Sat Dec 1 2018,Würzburger Kickers,5-2,FC Carl Zeiss Jena
17,Sun Dec 2 2018,SV Meppen,3-0,Fortuna Köln
17,Sun Dec 2 2018,SG Großaspach,1-2,Karlsruher SC
17,Mon Dec 3 2018,Hansa Rostock,1-1,VfL Osnabrück
18,Fri Dec 7 2018,FC Carl Zeiss Jena,1-2,SV Meppen
18,Sat Dec 8 2018,VfL Osnabrück,2-1,SV Wehen Wiesbaden
18,Sat Dec 8 2018,Eintracht Braunschweig,0-1,Hallescher FC
18,Sat Dec 8 2018,KFC Uerdingen,2-1,Hansa Rostock
18,Sat Dec 8 2018,Fortuna Köln,0-0,TSV 1860 München
18,Sat Dec 8 2018,1. FC Kaiserslautern,0-0,Würzburger Kickers
18,Sat Dec 8 2018,Karlsruher SC,5-0,Preußen Münster
18,Sun Dec 9 2018,SF Lotte,0-0,SpVgg Unterhaching
18,Sun Dec 9 2018,VfR Aalen,3-3,Energie Cottbus
18,Mon Dec 10 2018,FSV Zwickau,3-0,SG Großaspach
19,Fri Dec 14 2018,SG Großaspach,1-1,Fortuna Köln
19,Sat Dec 15 2018,Preußen Münster,0-2,FSV Zwickau
19,Sat Dec 15 2018,Hansa Rostock,1-1,VfR Aalen
19,Sat Dec 15 2018,Energie Cottbus,0-1,Eintracht Braunschweig
19,Sat Dec 15 2018,Hallescher FC,0-3,Karlsruher SC
19,Sat Dec 15 2018,SpVgg Unterhaching,1-1,VfL Osnabrück
19,Sat Dec 15 2018,SV Meppen,0-1,1. FC Kaiserslautern
19,Sun Dec 16 2018,TSV 1860 München,1-3,FC Carl Zeiss Jena
19,Sun Dec 16 2018,Würzburger Kickers,2-2,SF Lotte
19,Mon Dec 17 2018,SV Wehen Wiesbaden,0-2,KFC Uerdingen
20,Fri Dec 21 2018,SV Wehen Wiesbaden,2-1,VfR Aalen
20,Sat Dec 22 2018,Hansa Rostock,0-2,Energie Cottbus
20,Sat Dec 22 2018,Hallescher FC,2-0,FSV Zwickau
20,Sat Dec 22 2018,TSV 1860 München,2-1,1. FC Kaiserslautern
20,Sat Dec 22 2018,Würzburger Kickers,1-2,VfL Osnabrück
20,Sat Dec 22 2018,SV Meppen,2-0,SF Lotte
20,Sat Dec 22 2018,Karlsruher SC,1-1,Eintracht Braunschweig
20,Sat Dec 22 2018,Preußen Münster,0-2,Fortuna Köln
20,Sun Dec 23 2018,SpVgg Unterhaching,4-0,KFC Uerdingen
20,Sun Dec 23 2018,SG Großaspach,0-0,FC Carl Zeiss Jena
21,Fri Jan 25 2019,SF Lotte,1-1,TSV 1860 München
21,Sat Jan 26 2019,Energie Cottbus,2-3,SV Wehen Wiesbaden
21,Sat Jan 26 2019,Fortuna Köln,0-1,Hallescher FC
21,Sat Jan 26 2019,VfL Osnabrück,1-0,SV Meppen
21,Sat Jan 26 2019,1. FC Kaiserslautern,2-0,SG Großaspach
21,Sat Jan 26 2019,FC Carl Zeiss Jena,0-0,Preußen Münster
21,Sun Jan 27 2019,Eintracht Braunschweig,2-0,Hansa Rostock
21,Sun Jan 27 2019,KFC Uerdingen,0-3,Würzburger Kickers
22,Fri Feb 1 2019,Preußen Münster,2-0,1. FC Kaiserslautern
22,Sat Feb 2 2019,SV Meppen,3-2,KFC Uerdingen
22,Sat Feb 2 2019,TSV 1860 München,1-2,VfL Osnabrück
22,Sat Feb 2 2019,Würzburger Kickers,2-1,VfR Aalen
22,Sat Feb 2 2019,SG Großaspach,0-1,SF Lotte
22,Sat Feb 2 2019,Karlsruher SC,3-1,Fortuna Köln
22,Sat Feb 2 2019,Hallescher FC,0-0,FC Carl Zeiss Jena
22,Sun Feb 3 2019,SV Wehen Wiesbaden,2-0,Hansa Rostock
22,Mon Feb 4 2019,FSV Zwickau,0-1,Eintracht Braunschweig
23,Fri Feb 8 2019,VfL Osnabrück,0-2,SG Großaspach
23,Sat Feb 9 2019,Hansa Rostock,2-0,SpVgg Unterhaching
23,Sat Feb 9 2019,KFC Uerdingen,1-1,TSV 1860 München
23,Sat Feb 9 2019,FC Carl Zeiss Jena,1-1,Karlsruher SC
23,Sat Feb 9 2019,1. FC Kaiserslautern,0-0,Hallescher FC
23,Sat Feb 9 2019,Energie Cottbus,1-2,Würzburger Kickers
23,Sat Feb 9 2019,Fortuna Köln,1-0,FSV Zwickau
23,Sun Feb 10 2019,VfR Aalen,1-2,SV Meppen
23,Sun Feb 10 2019,Eintracht Braunschweig,2-3,SV Wehen Wiesbaden
23,Mon Feb 11 2019,SF Lotte,1-0,Preußen Münster
21,Tue Feb 12 2019,FSV Zwickau,1-1,Karlsruher SC
24,Fri Feb 15 2019,SpVgg Unterhaching,1-2,SV Wehen Wiesbaden
24,Sat Feb 16 2019,SV Meppen,3-0,Energie Cottbus
24,Sat Feb 16 2019,Fortuna Köln,1-3,Eintracht Braunschweig
24,Sat Feb 16 2019,Preußen Münster,0-0,VfL Osnabrück
24,Sat Feb 16 2019,Hallescher FC,0-0,SF Lotte
24,Sat Feb 16 2019,Karlsruher SC,0-1,1. FC Kaiserslautern
24,Sat Feb 16 2019,SG Großaspach,3-2,KFC Uerdingen
24,Sun Feb 17 2019,Würzburger Kickers,0-2,Hansa Rostock
24,Sun Feb 17 2019,FSV Zwickau,2-0,FC Carl Zeiss Jena
24,Mon Feb 18 2019,TSV 1860 München,2-1,VfR Aalen
25,Fri Feb 22 2019,VfR Aalen,1-1,SG Großaspach
25,Sat Feb 23 2019,VfL Osnabrück,2-0,Hallescher FC
25,Sat Feb 23 2019,FC Carl Zeiss Jena,0-1,Fortuna Köln
25,Sat Feb 23 2019,Hansa Rostock,0-2,SV Meppen
25,Sat Feb 23 2019,Energie Cottbus,1-2,TSV 1860 München
25,Sat Feb 23 2019,SF Lotte,0-0,Karlsruher SC
25,Sat Feb 23 2019,Eintracht Braunschweig,1-0,SpVgg Unterhaching
25,Sun Feb 24 2019,1. FC Kaiserslautern,1-1,FSV Zwickau
25,Sun Feb 24 2019,SV Wehen Wiesbaden,0-2,Würzburger Kickers
25,Mon Feb 25 2019,KFC Uerdingen,0-0,Preußen Münster
21,Wed Feb 27 2019,VfR Aalen,4-1,SpVgg Unterhaching
26,Fri Mar 1 2019,Hallescher FC,4-0,KFC Uerdingen
26,Sat Mar 2 2019,FSV Zwickau,0-2,SF Lotte
26,Sat Mar 2 2019,SG Großaspach,0-0,Energie Cottbus
26,Sat Mar 2 2019,Karlsruher SC,2-1,VfL Osnabrück
26,Sat Mar 2 2019,SV Meppen,1-1,SV Wehen Wiesbaden
26,Sat Mar 2 2019,Preußen Münster,4-0,VfR Aalen
26,Sat Mar 2 2019,Fortuna Köln,2-2,1. FC Kaiserslautern
26,Sun Mar 3 2019,TSV 1860 München,1-2,Hansa Rostock
26,Sun Mar 3 2019,FC Carl Zeiss Jena,0-0,Eintracht Braunschweig
26,Mon Mar 4 2019,Würzburger Kickers,0-1,SpVgg Unterhaching
27,Fri Mar 8 2019,KFC Uerdingen,1-3,Karlsruher SC
27,Sat Mar 9 2019,Energie Cottbus,3-0,Preußen Münster
27,Sat Mar 9 2019,Eintracht Braunschweig,2-2,Würzburger Kickers
27,Sat Mar 9 2019,VfL Osnabrück,3-0,FSV Zwickau
27,Sat Mar 9 2019,SpVgg Unterhaching,0-1,SV Meppen
27,Sat Mar 9 2019,SV Wehen Wiesbaden,0-1,TSV 1860 München
27,Sat Mar 9 2019,SF Lotte,1-2,Fortuna Köln
27,Sat Mar 9 2019,Hansa Rostock,0-0,SG Großaspach
27,Sun Mar 10 2019,1. FC Kaiserslautern,4-1,FC Carl Zeiss Jena
27,Sun Mar 10 2019,VfR Aalen,0-1,Hallescher FC
28,Tue Mar 12 2019,Preußen Münster,0-1,Hansa Rostock
28,Tue Mar 12 2019,Fortuna Köln,0-0,VfL Osnabrück
28,Tue Mar 12 2019,TSV 1860 München,1-0,SpVgg Unterhaching
28,Tue Mar 12 2019,FSV Zwickau,2-0,KFC Uerdingen
28,Tue Mar 12 2019,SV Meppen,1-1,Würzburger Kickers
28,Wed Mar 13 2019,1. FC Kaiserslautern,0-0,Eintracht Braunschweig
28,Wed Mar 13 2019,Karlsruher SC,0-3,VfR Aalen
28,Wed Mar 13 2019,SG Großaspach,2-3,SV Wehen Wiesbaden
28,Wed Mar 13 2019,Hallescher FC,2-3,Energie Cottbus
28,Wed Mar 13 2019,FC Carl Zeiss Jena,1-1,SF Lotte
29,Fri Mar 15 2019,KFC Uerdingen,1-1,Fortuna Köln
29,Sat Mar 16 2019,SF Lotte,0-2,1. FC Kaiserslautern
29,Sat Mar 16 2019,SpVgg Unterhaching,0-0,SG Großaspach
29,Sat Mar 16 2019,VfL Osnabrück,3-1,FC Carl Zeiss Jena
29,Sat Mar 16 2019,SV Wehen Wiesbaden,2-0,Preußen Münster
29,Sat Mar 16 2019,Würzburger Kickers,2-1,TSV 1860 München
29,Sat Mar 16 2019,VfR Aalen,1-1,FSV Zwickau
29,Sun Mar 17 2019,Energie Cottbus,0-2,Karlsruher SC
29,Sun Mar 17 2019,Eintracht Braunschweig,3-0,SV Meppen
29,Mon Mar 18 2019,Hansa Rostock,1-1,Hallescher FC
22,Wed Mar 20 2019,SpVgg Unterhaching,0-0,Energie Cottbus
30,Fri Mar 22 2019,Fortuna Köln,1-1,VfR Aalen
30,Sat Mar 23 2019,FC Carl Zeiss Jena,0-0,KFC Uerdingen
30,Sat Mar 23 2019,Hallescher FC,1-4,SV Wehen Wiesbaden
30,Sat Mar 23 2019,Preußen Münster,3-0,SpVgg Unterhaching
30,Sat Mar 23 2019,TSV 1860 München,1-0,SV Meppen
30,Sat Mar 23 2019,SG Großaspach,2-1,Würzburger Kickers
30,Sat Mar 23 2019,Karlsruher SC,1-1,Hansa Rostock
30,Sun Mar 24 2019,1. FC Kaiserslautern,1-3,VfL Osnabrück
30,Sun Mar 24 2019,SF Lotte,0-1,Eintracht Braunschweig
30,Mon Mar 25 2019,FSV Zwickau,2-1,Energie Cottbus
31,Fri Mar 29 2019,KFC Uerdingen,2-4,1. FC Kaiserslautern
31,Sat Mar 30 2019,SV Meppen,2-1,SG Großaspach
31,Sat Mar 30 2019,Energie Cottbus,4-3,Fortuna Köln
31,Sat Mar 30 2019,SpVgg Unterhaching,0-0,Hallescher FC
31,Sat Mar 30 2019,Eintracht Braunschweig,1-1,TSV 1860 München
31,Sat Mar 30 2019,Hansa Rostock,3-1,FSV Zwickau
31,Sat Mar 30 2019,Würzburger Kickers,3-2,Preußen Münster
31,Sun Mar 31 2019,VfR Aalen,1-1,FC Carl Zeiss Jena
31,Sun Mar 31 2019,SV Wehen Wiesbaden,2-0,Karlsruher SC
31,Mon Apr 1 2019,VfL Osnabrück,1-0,SF Lotte
32,Fri Apr 5 2019,Preußen Münster,1-1,SV Meppen
32,Sat Apr 6 2019,Hallescher FC,1-0,Würzburger Kickers
32,Sat Apr 6 2019,FSV Zwickau,2-1,SV Wehen Wiesbaden
32,Sat Apr 6 2019,Karlsruher SC,4-0,SpVgg Unterhaching
32,Sat Apr 6 2019,FC Carl Zeiss Jena,2-1,Energie Cottbus
32,Sat Apr 6 2019,1. FC Kaiserslautern,0-1,VfR Aalen
32,Sat Apr 6 2019,SF Lotte,1-3,KFC Uerdingen
32,Sun Apr 7 2019,Fortuna Köln,1-1,Hansa Rostock
32,Sun Apr 7 2019,VfL Osnabrück,1-0,Eintracht Braunschweig
32,Mon Apr 8 2019,SG Großaspach,1-0,TSV 1860 München
33,Fri Apr 12 2019,SV Meppen,0-2,Hallescher FC
33,Sat Apr 13 2019,SV Wehen Wiesbaden,3-0,Fortuna Köln
33,Sat Apr 13 2019,Eintracht Braunschweig,1-1,SG Großaspach
33,Sat Apr 13 2019,Energie Cottbus,1-1,1. FC Kaiserslautern
33,Sat Apr 13 2019,Hansa Rostock,1-2,FC Carl Zeiss Jena
33,Sat Apr 13 2019,TSV 1860 München,0-1,Preußen Münster
33,Sat Apr 13 2019,VfR Aalen,1-2,SF Lotte
33,Sun Apr 14 2019,SpVgg Unterhaching,0-1,FSV Zwickau
33,Sun Apr 14 2019,KFC Uerdingen,1-3,VfL Osnabrück
33,Mon Apr 15 2019,Würzburger Kickers,0-0,Karlsruher SC
34,Sat Apr 20 2019,VfL Osnabrück,2-0,VfR Aalen
34,Sat Apr 20 2019,FSV Zwickau,2-0,Würzburger Kickers
34,Sat Apr 20 2019,Hallescher FC,3-0,TSV 1860 München
34,Sat Apr 20 2019,Preußen Münster,1-0,SG Großaspach
34,Sat Apr 20 2019,Karlsruher SC,3-1,SV Meppen
34,Sat Apr 20 2019,Fortuna Köln,1-1,SpVgg Unterhaching
34,Sat Apr 20 2019,FC Carl Zeiss Jena,3-1,SV Wehen Wiesbaden
34,Sun Apr 21 2019,1. FC Kaiserslautern,0-2,Hansa Rostock
34,Sun Apr 21 2019,SF Lotte,0-3,Energie Cottbus
34,Mon Apr 22 2019,KFC Uerdingen,0-3,Eintracht Braunschweig
35,Fri Apr 26 2019,SG Großaspach,1-1,Hallescher FC
35,Sat Apr 27 2019,TSV 1860 München,0-2,Karlsruher SC
35,Sat Apr 27 2019,Energie Cottbus,1-2,VfL Osnabrück
35,Sat Apr 27 2019,Hansa Rostock,0-0,SF Lotte
35,Sat Apr 27 2019,SV Meppen,2-0,FSV Zwickau
35,Sat Apr 27 2019,Würzburger Kickers,2-0,Fortuna Köln
35,Sat Apr 27 2019,VfR Aalen,2-4,KFC Uerdingen
35,Sun Apr 28 2019,SpVgg Unterhaching,0-1,FC Carl Zeiss Jena
35,Sun Apr 28 2019,Eintracht Braunschweig,3-3,Preußen Münster
35,Mon Apr 29 2019,SV Wehen Wiesbaden,2-0,1. FC Kaiserslautern
36,Fri May 3 2019,VfL Osnabrück,1-2,Hansa Rostock
36,Sat May 4 2019,FC Carl Zeiss Jena,3-4,Würzburger Kickers
36,Sat May 4 2019,SF Lotte,0-1,SV Wehen Wiesbaden
36,Sat May 4 2019,Hallescher FC,1-2,Preußen Münster
36,Sat May 4 2019,FSV Zwickau,5-2,TSV 1860 München
36,Sat May 4 2019,1. FC Kaiserslautern,4-0,SpVgg Unterhaching
36,Sat May 4 2019,Karlsruher SC,2-1,SG Großaspach
36,Sun May 5 2019,KFC Uerdingen,1-2,Energie Cottbus
36,Sun May 5 2019,VfR Aalen,1-3,Eintracht Braunschweig
36,Mon May 6 2019,Fortuna Köln,1-1,SV Meppen
37,Sat May 11 2019,Preußen Münster,1-4,Karlsruher SC
37,Sat May 11 2019,SG Großaspach,5-2,FSV Zwickau
37,Sat May 11 2019,SV Wehen Wiesbaden,1-0,VfL Osnabrück
37,Sat May 11 2019,SpVgg Unterhaching,3-0,SF Lotte
37,Sat May 11 2019,Energie Cottbus,2-1,VfR Aalen
37,Sat May 11 2019,Würzburger Kickers,2-0,1. FC Kaiserslautern
37,Sat May 11 2019,Hansa Rostock,1-1,KFC Uerdingen
37,Sat May 11 2019,TSV 1860 München,3-2,Fortuna Köln
37,Sat May 11 2019,SV Meppen,0-1,FC Carl Zeiss Jena
37,Sat May 11 2019,Hallescher FC,1-0,Eintracht Braunschweig
38,Sat May 18 2019,VfR Aalen,1-1,Hansa Rostock
38,Sat May 18 2019,Eintracht Braunschweig,1-1,Energie Cottbus
38,Sat May 18 2019,Fortuna Köln,0-2,SG Großaspach
