Round,Date,Team 1,FT,Team 2
6,Sat Sep 28 2019,RB Leipzig,1-3,FC Schalke 04
6,Sat Sep 28 2019,Borussia Dortmund,2-2,Werder Bremen
6,Sun Sep 29 2019,Fortuna Düsseldorf,1-2,SC Freiburg
6,Sun Sep 29 2019,1. FC Köln,0-4,Hertha BSC
7,Fri Oct 4 2019,Hertha BSC,3-1,Fortuna Düsseldorf
7,Sat Oct 5 2019,FC Schalke 04,1-1,1. FC Köln
7,Sat Oct 5 2019,SC Freiburg,2-2,Borussia Dortmund
7,Sat Oct 5 2019,Bayer 04 Leverkusen,1-1,RB Leipzig
7,Sat Oct 5 2019,Bayern München,1-2,TSG 1899 Hoffenheim
7,Sat Oct 5 2019,SC Paderborn 07,1-2,1. FSV Mainz 05
7,Sun Oct 6 2019,Bor. Mönchengladbach,5-1,FC Augsburg
7,Sun Oct 6 2019,VfL Wolfsburg,1-0,1. FC Union Berlin
7,Sun Oct 6 2019,Eintracht Frankfurt,2-2,Werder Bremen
8,Fri Oct 18 2019,Eintracht Frankfurt,3-0,Bayer 04 Leverkusen
8,Sat Oct 19 2019,Werder Bremen,1-1,Hertha BSC
8,Sat Oct 19 2019,Fortuna Düsseldorf,1-0,1. FSV Mainz 05
8,Sat Oct 19 2019,Borussia Dortmund,1-0,Bor. Mönchengladbach
8,Sat Oct 19 2019,RB Leipzig,1-1,VfL Wolfsburg
8,Sat Oct 19 2019,1. FC Union Berlin,2-0,SC Freiburg
8,Sat Oct 19 2019,FC Augsburg,2-2,Bayern München
8,Sun Oct 20 2019,1. FC Köln,3-0,SC Paderborn 07
8,Sun Oct 20 2019,TSG 1899 Hoffenheim,2-0,FC Schalke 04
9,Fri Oct 25 2019,1. FSV Mainz 05,3-1,1. FC Köln
9,Sat Oct 26 2019,Hertha BSC,2-3,TSG 1899 Hoffenheim
9,Sat Oct 26 2019,SC Paderborn 07,2-0,Fortuna Düsseldorf
9,Sat Oct 26 2019,FC Schalke 04,0-0,Borussia Dortmund
9,Sat Oct 26 2019,SC Freiburg,2-1,RB Leipzig
9,Sat Oct 26 2019,Bayer 04 Leverkusen,2-2,Werder Bremen
9,Sat Oct 26 2019,Bayern München,2-1,1. FC Union Berlin
9,Sun Oct 27 2019,Bor. Mönchengladbach,4-2,Eintracht Frankfurt
9,Sun Oct 27 2019,VfL Wolfsburg,0-0,FC Augsburg
10,Fri Nov 1 2019,TSG 1899 Hoffenheim,3-0,SC Paderborn 07
10,Sat Nov 2 2019,RB Leipzig,8-0,1. FSV Mainz 05
10,Sat Nov 2 2019,Werder Bremen,2-2,SC Freiburg
10,Sat Nov 2 2019,Bayer 04 Leverkusen,1-2,Bor. Mönchengladbach
10,Sat Nov 2 2019,Borussia Dortmund,3-0,VfL Wolfsburg
10,Sat Nov 2 2019,Eintracht Frankfurt,5-1,Bayern München
10,Sat Nov 2 2019,1. FC Union Berlin,1-0,Hertha BSC
10,Sun Nov 3 2019,Fortuna Düsseldorf,2-0,1. FC Köln
10,Sun Nov 3 2019,FC Augsburg,2-3,FC Schalke 04
11,Fri Nov 8 2019,1. FC Köln,1-2,TSG 1899 Hoffenheim
11,Sat Nov 9 2019,FC Schalke 04,3-3,Fortuna Düsseldorf
11,Sat Nov 9 2019,Bayern München,4-0,Borussia Dortmund
11,Sat Nov 9 2019,Hertha BSC,2-4,RB Leipzig
11,Sat Nov 9 2019,1. FSV Mainz 05,2-3,1. FC Union Berlin
11,Sat Nov 9 2019,SC Paderborn 07,0-1,FC Augsburg
11,Sun Nov 10 2019,SC Freiburg,1-0,Eintracht Frankfurt
11,Sun Nov 10 2019,VfL Wolfsburg,0-2,Bayer 04 Leverkusen
11,Sun Nov 10 2019,Bor. Mönchengladbach,3-1,Werder Bremen
12,Fri Nov 22 2019,Borussia Dortmund,3-3,SC Paderborn 07
12,Sat Nov 23 2019,RB Leipzig,4-1,1. FC Köln
12,Sat Nov 23 2019,Werder Bremen,1-2,FC Schalke 04
12,Sat Nov 23 2019,Bayer 04 Leverkusen,1-1,SC Freiburg
12,Sat Nov 23 2019,Fortuna Düsseldorf,0-4,Bayern München
12,Sat Nov 23 2019,Eintracht Frankfurt,0-2,VfL Wolfsburg
12,Sat Nov 23 2019,1. FC Union Berlin,2-0,Bor. Mönchengladbach
12,Sun Nov 24 2019,FC Augsburg,4-0,Hertha BSC
12,Sun Nov 24 2019,TSG 1899 Hoffenheim,1-5,1. FSV Mainz 05
13,Fri Nov 29 2019,FC Schalke 04,2-1,1. FC Union Berlin
13,Sat Nov 30 2019,TSG 1899 Hoffenheim,1-1,Fortuna Düsseldorf
13,Sat Nov 30 2019,Hertha BSC,1-2,Borussia Dortmund
13,Sat Nov 30 2019,1. FC Köln,1-1,FC Augsburg
13,Sat Nov 30 2019,SC Paderborn 07,2-3,RB Leipzig
13,Sat Nov 30 2019,Bayern München,1-2,Bayer 04 Leverkusen
13,Sun Dec 1 2019,Bor. Mönchengladbach,4-2,SC Freiburg
13,Sun Dec 1 2019,VfL Wolfsburg,2-3,Werder Bremen
13,Mon Dec 2 2019,1. FSV Mainz 05,2-1,Eintracht Frankfurt
14,Fri Dec 6 2019,Eintracht Frankfurt,2-2,Hertha BSC
14,Sat Dec 7 2019,Borussia Dortmund,5-0,Fortuna Düsseldorf
14,Sat Dec 7 2019,RB Leipzig,3-1,TSG 1899 Hoffenheim
14,Sat Dec 7 2019,Bor. Mönchengladbach,2-1,Bayern München
14,Sat Dec 7 2019,SC Freiburg,1-0,VfL Wolfsburg
14,Sat Dec 7 2019,FC Augsburg,2-1,1. FSV Mainz 05
14,Sat Dec 7 2019,Bayer 04 Leverkusen,2-1,FC Schalke 04
14,Sun Dec 8 2019,1. FC Union Berlin,2-0,1. FC Köln
14,Sun Dec 8 2019,Werder Bremen,0-1,SC Paderborn 07
15,Fri Dec 13 2019,TSG 1899 Hoffenheim,2-4,FC Augsburg
15,Sat Dec 14 2019,Bayern München,6-1,Werder Bremen
15,Sat Dec 14 2019,Hertha BSC,1-0,SC Freiburg
15,Sat Dec 14 2019,1. FSV Mainz 05,0-4,Borussia Dortmund
15,Sat Dec 14 2019,1. FC Köln,2-0,Bayer 04 Leverkusen
15,Sat Dec 14 2019,SC Paderborn 07,1-1,1. FC Union Berlin
15,Sat Dec 14 2019,Fortuna Düsseldorf,0-3,RB Leipzig
15,Sun Dec 15 2019,VfL Wolfsburg,2-1,Bor. Mönchengladbach
15,Sun Dec 15 2019,FC Schalke 04,1-0,Eintracht Frankfurt
16,Tue Dec 17 2019,Werder Bremen,0-5,1. FSV Mainz 05
16,Tue Dec 17 2019,Borussia Dortmund,3-3,RB Leipzig
16,Tue Dec 17 2019,FC Augsburg,3-0,Fortuna Düsseldorf
16,Tue Dec 17 2019,1. FC Union Berlin,0-2,TSG 1899 Hoffenheim
16,Wed Dec 18 2019,Bayer 04 Leverkusen,0-1,Hertha BSC
16,Wed Dec 18 2019,SC Freiburg,1-3,Bayern München
16,Wed Dec 18 2019,Bor. Mönchengladbach,2-0,SC Paderborn 07
16,Wed Dec 18 2019,VfL Wolfsburg,1-1,FC Schalke 04
16,Wed Dec 18 2019,Eintracht Frankfurt,2-4,1. FC Köln
17,Fri Dec 20 2019,TSG 1899 Hoffenheim,2-1,Borussia Dortmund
17,Sat Dec 21 2019,Bayern München,2-0,VfL Wolfsburg
17,Sat Dec 21 2019,RB Leipzig,3-1,FC Augsburg
17,Sat Dec 21 2019,1. FSV Mainz 05,0-1,Bayer 04 Leverkusen
17,Sat Dec 21 2019,FC Schalke 04,2-2,SC Freiburg
17,Sat Dec 21 2019,1. FC Köln,1-0,Werder Bremen
17,Sat Dec 21 2019,Hertha BSC,0-0,Bor. Mönchengladbach
17,Sun Dec 22 2019,Fortuna Düsseldorf,2-1,1. FC Union Berlin
17,Sun Dec 22 2019,SC Paderborn 07,2-1,Eintracht Frankfurt
18,Fri Jan 17 2020,FC Schalke 04,2-0,Bor. Mönchengladbach
18,Sat Jan 18 2020,TSG 1899 Hoffenheim,1-2,Eintracht Frankfurt
18,Sat Jan 18 2020,Fortuna Düsseldorf,0-1,Werder Bremen
18,Sat Jan 18 2020,1. FSV Mainz 05,1-2,SC Freiburg
18,Sat Jan 18 2020,FC Augsburg,3-5,Borussia Dortmund
18,Sat Jan 18 2020,1. FC Köln,3-1,VfL Wolfsburg
18,Sat Jan 18 2020,RB Leipzig,3-1,1. FC Union Berlin
18,Sun Jan 19 2020,Hertha BSC,0-4,Bayern München
18,Sun Jan 19 2020,SC Paderborn 07,1-4,Bayer 04 Leverkusen
19,Fri Jan 24 2020,Borussia Dortmund,5-1,1. FC Köln
19,Sat Jan 25 2020,SC Freiburg,0-2,SC Paderborn 07
19,Sat Jan 25 2020,Bayern München,5-0,FC Schalke 04
19,Sat Jan 25 2020,Bor. Mönchengladbach,3-1,1. FSV Mainz 05
19,Sat Jan 25 2020,VfL Wolfsburg,1-2,Hertha BSC
19,Sat Jan 25 2020,Eintracht Frankfurt,2-0,RB Leipzig
19,Sat Jan 25 2020,1. FC Union Berlin,2-0,FC Augsburg
19,Sun Jan 26 2020,Werder Bremen,0-3,TSG 1899 Hoffenheim
19,Sun Jan 26 2020,Bayer 04 Leverkusen,3-0,Fortuna Düsseldorf
20,Fri Jan 31 2020,Hertha BSC,0-0,FC Schalke 04
20,Sat Feb 1 2020,Fortuna Düsseldorf,1-1,Eintracht Frankfurt
20,Sat Feb 1 2020,Borussia Dortmund,5-0,1. FC Union Berlin
20,Sat Feb 1 2020,1. FSV Mainz 05,1-3,Bayern München
20,Sat Feb 1 2020,FC Augsburg,2-1,Werder Bremen
20,Sat Feb 1 2020,TSG 1899 Hoffenheim,2-1,Bayer 04 Leverkusen
20,Sat Feb 1 2020,RB Leipzig,2-2,Bor. Mönchengladbach
20,Sun Feb 2 2020,1. FC Köln,4-0,SC Freiburg
20,Sun Feb 2 2020,SC Paderborn 07,2-4,VfL Wolfsburg
21,Fri Feb 7 2020,Eintracht Frankfurt,5-0,FC Augsburg
21,Sat Feb 8 2020,FC Schalke 04,1-1,SC Paderborn 07
21,Sat Feb 8 2020,Werder Bremen,0-2,1. FC Union Berlin
21,Sat Feb 8 2020,SC Freiburg,1-0,TSG 1899 Hoffenheim
21,Sat Feb 8 2020,Bayer 04 Leverkusen,4-3,Borussia Dortmund
21,Sat Feb 8 2020,VfL Wolfsburg,1-1,Fortuna Düsseldorf
21,Sat Feb 8 2020,Hertha BSC,1-3,1. FSV Mainz 05
21,Sun Feb 9 2020,Bayern München,0-0,RB Leipzig
22,Fri Feb 14 2020,Borussia Dortmund,4-0,Eintracht Frankfurt
22,Sat Feb 15 2020,Fortuna Düsseldorf,1-4,Bor. Mönchengladbach
22,Sat Feb 15 2020,1. FC Union Berlin,2-3,Bayer 04 Leverkusen
22,Sat Feb 15 2020,FC Augsburg,1-1,SC Freiburg
22,Sat Feb 15 2020,SC Paderborn 07,1-2,Hertha BSC
22,Sat Feb 15 2020,TSG 1899 Hoffenheim,2-3,VfL Wolfsburg
22,Sat Feb 15 2020,RB Leipzig,3-0,Werder Bremen
22,Sun Feb 16 2020,1. FC Köln,1-4,Bayern München
22,Sun Feb 16 2020,1. FSV Mainz 05,0-0,FC Schalke 04
23,Fri Feb 21 2020,Bayern München,3-2,SC Paderborn 07
23,Sat Feb 22 2020,FC Schalke 04,0-5,RB Leipzig
23,Sat Feb 22 2020,Werder Bremen,0-2,Borussia Dortmund
23,Sat Feb 22 2020,SC Freiburg,0-2,Fortuna Düsseldorf
23,Sat Feb 22 2020,Bor. Mönchengladbach,1-1,TSG 1899 Hoffenheim
23,Sat Feb 22 2020,Hertha BSC,0-5,1. FC Köln
23,Sun Feb 23 2020,VfL Wolfsburg,4-0,1. FSV Mainz 05
23,Sun Feb 23 2020,Bayer 04 Leverkusen,2-0,FC Augsburg
23,Mon Feb 24 2020,Eintracht Frankfurt,1-2,1. FC Union Berlin
24,Fri Feb 28 2020,Fortuna Düsseldorf,3-3,Hertha BSC
24,Sat Feb 29 2020,1. FC Köln,3-0,FC Schalke 04
24,Sat Feb 29 2020,Borussia Dortmund,1-0,SC Freiburg
24,Sat Feb 29 2020,1. FSV Mainz 05,2-0,SC Paderborn 07
24,Sat Feb 29 2020,FC Augsburg,2-3,Bor. Mönchengladbach
24,Sat Feb 29 2020,TSG 1899 Hoffenheim,0-6,Bayern München
24,Sun Mar 1 2020,1. FC Union Berlin,2-2,VfL Wolfsburg
24,Sun Mar 1 2020,RB Leipzig,1-1,Bayer 04 Leverkusen
25,Fri Mar 6 2020,SC Paderborn 07,1-2,1. FC Köln
25,Sat Mar 7 2020,FC Schalke 04,1-1,TSG 1899 Hoffenheim
25,Sat Mar 7 2020,SC Freiburg,3-1,1. FC Union Berlin
25,Sat Mar 7 2020,Bayer 04 Leverkusen,4-0,Eintracht Frankfurt
25,Sat Mar 7 2020,Bor. Mönchengladbach,1-2,Borussia Dortmund
25,Sat Mar 7 2020,VfL Wolfsburg,0-0,RB Leipzig
25,Sat Mar 7 2020,Hertha BSC,2-2,Werder Bremen
25,Sun Mar 8 2020,1. FSV Mainz 05,1-1,Fortuna Düsseldorf
25,Sun Mar 8 2020,Bayern München,2-0,FC Augsburg
21,Wed Mar 11 2020,Bor. Mönchengladbach,2-1,1. FC Köln
26,Sat May 16 2020,Borussia Dortmund,4-0,FC Schalke 04
26,Sat May 16 2020,RB Leipzig,1-1,SC Freiburg
26,Sat May 16 2020,TSG 1899 Hoffenheim,0-3,Hertha BSC
26,Sat May 16 2020,Fortuna Düsseldorf,0-0,SC Paderborn 07
26,Sat May 16 2020,FC Augsburg,1-2,VfL Wolfsburg
26,Sat May 16 2020,Eintracht Frankfurt,1-3,Bor. Mönchengladbach
26,Sun May 17 2020,1. FC Köln,2-2,1. FSV Mainz 05
26,Sun May 17 2020,1. FC Union Berlin,0-2,Bayern München
26,Mon May 18 2020,Werder Bremen,1-4,Bayer 04 Leverkusen
27,Fri May 22 2020,Hertha BSC,4-0,1. FC Union Berlin
27,Sat May 23 2020,Bor. Mönchengladbach,1-3,Bayer 04 Leverkusen
27,Sat May 23 2020,VfL Wolfsburg,0-2,Borussia Dortmund
27,Sat May 23 2020,SC Freiburg,0-1,Werder Bremen
27,Sat May 23 2020,SC Paderborn 07,1-1,TSG 1899 Hoffenheim
27,Sat May 23 2020,Bayern München,5-2,Eintracht Frankfurt
27,Sun May 24 2020,FC Schalke 04,0-3,FC Augsburg
27,Sun May 24 2020,1. FSV Mainz 05,0-5,RB Leipzig
27,Sun May 24 2020,1. FC Köln,2-2,Fortuna Düsseldorf
28,Tue May 26 2020,Borussia Dortmund,0-1,Bayern München
28,Tue May 26 2020,Bayer 04 Leverkusen,1-4,VfL Wolfsburg
28,Tue May 26 2020,Eintracht Frankfurt,3-3,SC Freiburg
28,Tue May 26 2020,Werder Bremen,0-0,Bor. Mönchengladbach
28,Wed May 27 2020,RB Leipzig,2-2,Hertha BSC
28,Wed May 27 2020,TSG 1899 Hoffenheim,3-1,1. FC Köln
28,Wed May 27 2020,Fortuna Düsseldorf,2-1,FC Schalke 04
28,Wed May 27 2020,FC Augsburg,0-0,SC Paderborn 07
28,Wed May 27 2020,1. FC Union Berlin,1-1,1. FSV Mainz 05
29,Fri May 29 2020,SC Freiburg,0-1,Bayer 04 Leverkusen
29,Sat May 30 2020,VfL Wolfsburg,1-2,Eintracht Frankfurt
29,Sat May 30 2020,Hertha BSC,2-0,FC Augsburg
29,Sat May 30 2020,1. FSV Mainz 05,0-1,TSG 1899 Hoffenheim
29,Sat May 30 2020,FC Schalke 04,0-1,Werder Bremen
29,Sat May 30 2020,Bayern München,5-0,Fortuna Düsseldorf
29,Sun May 31 2020,Bor. Mönchengladbach,4-1,1. FC Union Berlin
29,Sun May 31 2020,SC Paderborn 07,1-6,Borussia Dortmund
29,Mon Jun 1 2020,1. FC Köln,2-4,RB Leipzig
24,Wed Jun 3 2020,Werder Bremen,0-3,Eintracht Frankfurt
30,Fri Jun 5 2020,SC Freiburg,1-0,Bor. Mönchengladbach
30,Sat Jun 6 2020,RB Leipzig,1-1,SC Paderborn 07
30,Sat Jun 6 2020,Bayer 04 Leverkusen,2-4,Bayern München
30,Sat Jun 6 2020,Eintracht Frankfurt,0-2,1. FSV Mainz 05
30,Sat Jun 6 2020,Fortuna Düsseldorf,2-2,TSG 1899 Hoffenheim
30,Sat Jun 6 2020,Borussia Dortmund,1-0,Hertha BSC
30,Sun Jun 7 2020,Werder Bremen,0-1,VfL Wolfsburg
30,Sun Jun 7 2020,1. FC Union Berlin,1-1,FC Schalke 04
30,Sun Jun 7 2020,FC Augsburg,1-1,1. FC Köln
31,Fri Jun 12 2020,TSG 1899 Hoffenheim,0-2,RB Leipzig
31,Sat Jun 13 2020,VfL Wolfsburg,2-2,SC Freiburg
31,Sat Jun 13 2020,Fortuna Düsseldorf,0-1,Borussia Dortmund
31,Sat Jun 13 2020,Hertha BSC,1-4,Eintracht Frankfurt
31,Sat Jun 13 2020,1. FC Köln,1-2,1. FC Union Berlin
31,Sat Jun 13 2020,SC Paderborn 07,1-5,Werder Bremen
31,Sat Jun 13 2020,Bayern München,2-1,Bor. Mönchengladbach
31,Sun Jun 14 2020,1. FSV Mainz 05,0-1,FC Augsburg
31,Sun Jun 14 2020,FC Schalke 04,1-1,Bayer 04 Leverkusen
32,Tue Jun 16 2020,Bor. Mönchengladbach,3-0,VfL Wolfsburg
32,Tue Jun 16 2020,Werder Bremen,0-1,Bayern München
32,Tue Jun 16 2020,SC Freiburg,2-1,Hertha BSC
32,Tue Jun 16 2020,1. FC Union Berlin,1-0,SC Paderborn 07
32,Wed Jun 17 2020,Eintracht Frankfurt,2-1,FC Schalke 04
32,Wed Jun 17 2020,Borussia Dortmund,0-2,1. FSV Mainz 05
32,Wed Jun 17 2020,RB Leipzig,2-2,Fortuna Düsseldorf
32,Wed Jun 17 2020,Bayer 04 Leverkusen,3-1,1. FC Köln
32,Wed Jun 17 2020,FC Augsburg,1-3,TSG 1899 Hoffenheim
33,Sat Jun 20 2020,FC Schalke 04,1-4,VfL Wolfsburg
33,Sat Jun 20 2020,Fortuna Düsseldorf,1-1,FC Augsburg
33,Sat Jun 20 2020,Bayern München,3-1,SC Freiburg
33,Sat Jun 20 2020,1. FC Köln,1-1,Eintracht Frankfurt
33,Sat Jun 20 2020,Hertha BSC,2-0,Bayer 04 Leverkusen
33,Sat Jun 20 2020,1. FSV Mainz 05,3-1,Werder Bremen
33,Sat Jun 20 2020,SC Paderborn 07,1-3,Bor. Mönchengladbach
33,Sat Jun 20 2020,TSG 1899 Hoffenheim,4-0,1. FC Union Berlin
33,Sat Jun 20 2020,RB Leipzig,0-2,Borussia Dortmund
34,Sat Jun 27 2020,Werder Bremen,6-1,1. FC Köln
34,Sat Jun 27 2020,SC Freiburg,4-0,FC Schalke 04
34,Sat Jun 27 2020,Bayer 04 Leverkusen,1-0,1. FSV Mainz 05
34,Sat Jun 27 2020,Bor. Mönchengladbach,2-1,Hertha BSC
34,Sat Jun 27 2020,Borussia Dortmund,0-4,TSG 1899 Hoffenheim
34,Sat Jun 27 2020,VfL Wolfsburg,0-4,Bayern München
34,Sat Jun 27 2020,Eintracht Frankfurt,3-2,SC Paderborn 07
34,Sat Jun 27 2020,1. FC Union Berlin,3-0,Fortuna Düsseldorf
34,Sat Jun 27 2020,FC Augsburg,1-2,RB Leipzig
